ResponseID,SiteCountry,City,Sample,DataCollection,Gender,Age,Origin,Degree,Major,Attention,Tightness_Q1,Tightness_Q2,Tightness_Q3,Tightness_Q4,Tightness_Q5,Tightness_Q6,Tightness_Q1_adjusted,Tightness_Q2_adjusted,Tightness_Q3_adjusted,Tightness_Q4_adjusted,Tightness_Q5_adjusted,Tightness_Q6_adjusted
11551,Canada,Kingston,Student,1,1,20,1,4,3,4,6,6,6,1,1,3,3.32,3.32,3.32,3.68,-1.68,.32
11552,Canada,Kingston,Student,1,1,20,1,2,3,4,4,4,3,3,3,4,2.08,2.08,1.08,4.92,1.08,2.08
11553,Canada,Kingston,Student,1,2,20,1,6,4,4,5,5,4,1,5,5,2.72,2.72,1.72,3.28,2.72,2.72
11554,Canada,Kingston,Student,1,2,20,1,5,3,4,6,6,5,1,5,5,3.82,3.82,2.82,3.18,2.82,2.82
11555,Canada,Kingston,Student,1,2,20,1,4,3,4,6,5,5,2,2,4,3.46,2.46,2.46,4.54,-.54,1.46
11556,Canada,Kingston,Student,1,2,20,1,4,3,4,6,5,6,2,5,2,3.7,2.7,3.7,4.3,2.7,-.3
11557,Canada,Kingston,Student,1,2,20,1,4,1,4,5,5,5,2,5,5,2.44,2.44,2.44,4.56,2.44,2.44
11558,Canada,Kingston,Student,1,2,20,1,4,3,4,6,5,5,2,4,4,3.02,2.02,2.02,4.98,1.02,1.02
12550,Canada,Toronto,Student,2,3,21,1,4,3,4,6,6,1,1,6,1,3.72,3.72,-1.28,3.28,3.72,-1.28
12551,Canada,Toronto,Student,2,2,21,2,2,2,4,3,4,4,4,1,2,1.5,2.5,2.5,5.5,-.5,.5
12552,Canada,Toronto,Student,2,2,21,2,4,3,4,6,6,6,2,4,4,4.76,4.76,4.76,3.24,2.76,2.76
12553,Canada,Toronto,Student,2,2,21,2,5,2,4,5,6,5,4,5,3,2.38,3.38,2.38,6.62,2.38,.38
12554,Canada,Toronto,Student,2,2,21,2,3,1,4,6,6,3,4,6,4,3.28,3.28,.28,6.72,3.28,1.28
12555,Canada,Toronto,Student,2,2,21,1,3,2,4,5,6,6,2,6,4,2.8,3.8,3.8,4.2,3.8,1.8
12556,Canada,Toronto,Student,2,2,21,2,5,3,4,5,5,5,2,6,5,3.06,3.06,3.06,3.94,4.06,3.06
12557,Canada,Toronto,Student,2,2,21,1,4,2,4,6,6,6,1,6,6,3.52,3.52,3.52,3.48,3.52,3.52
12558,Canada,Toronto,Student,2,1,21,1,3,3,4,3,5,6,4,3,2,.72,2.72,3.72,6.28,.72,-.28
12559,Canada,Toronto,Student,2,2,21,2,5,3,4,5,5,5,4,5,5,2.62,2.62,2.62,6.38,2.62,2.62
12560,Canada,Toronto,Student,2,2,21,1,2,3,4,3,5,5,2,5,4,.02,2.02,2.02,4.98,2.02,1.02
12561,Canada,Toronto,Student,2,2,21,1,2,3,4,5,5,3,3,4,4,2.78,2.78,.78,5.22,1.78,1.78
12562,Canada,Toronto,Student,2,2,21,1,3,3,4,5,5,5,2,5,6,2.38,2.38,2.38,4.62,2.38,3.38
12563,Canada,Toronto,Student,2,1,21,1,2,3,4,6,6,6,1,6,4,3.88,3.88,3.88,3.12,3.88,1.88
12564,Canada,Toronto,Student,2,2,21,1,4,3,4,4,5,5,4,5,4,1.54,2.54,2.54,6.46,2.54,1.54
12565,Canada,Toronto,Student,2,2,21,1,2,3,4,5,5,5,3,4,4,2.6,2.6,2.6,5.4,1.6,1.6
12566,Canada,Toronto,Student,2,2,21,1,4,2,4,5,5,5,2,6,5,2.22,2.22,2.22,4.78,3.22,2.22
12567,Canada,Toronto,Student,2,2,21,1,3,4,4,6,6,6,1,5,4,4.04,4.04,4.04,2.96,3.04,2.04
12568,Canada,Toronto,Student,2,1,21,1,2,3,4,4,5,4,2,5,4,1.52,2.52,1.52,4.48,2.52,1.52
12569,Canada,Toronto,Student,2,3,21,1,4,1,4,4,1,5,4,3,3,2.02,-.98,3.02,5.98,1.02,1.02
12570,Canada,Toronto,Student,2,2,21,2,4,2,4,6,3,4,1,2,5,4.06,1.06,2.06,2.94,.0600000000000001,3.06
13612,Canada,Kingston,Student,1,1,21,1,3,3,4,2,4,3,1,4,4,-.9,1.1,.1,3.9,1.1,1.1
13613,Canada,Kingston,Student,1,2,21,1,4,3,4,5,5,4,1,6,5,2.48,2.48,1.48,3.52,3.48,2.48
13614,Canada,Kingston,Student,1,2,21,1,4,3,4,5,5,4,2,5,5,2.64,2.64,1.64,4.36,2.64,2.64
13615,Canada,Kingston,Student,1,1,21,1,3,3,4,5,5,4,5,4,3,2.36,2.36,1.36,7.64,1.36,.36
13616,Canada,Kingston,Student,1,2,21,2,4,3,4,4,4,4,2,5,5,.92,.92,.92,5.08,1.92,1.92
13617,Canada,Kingston,Student,1,1,21,1,4,3,4,5,5,4,1,5,5,1.7,1.7,.7,4.3,1.7,1.7
13618,Canada,Kingston,Student,1,2,21,1,5,3,4,6,6,5,1,5,5,2.9,2.9,1.9,4.1,1.9,1.9
13619,Canada,Kingston,Student,1,1,21,1,5,3,4,4,3,5,1,5,4,1.52,.52,2.52,3.48,2.52,1.52
13620,Canada,Kingston,Student,1,2,21,1,4,3,4,6,4,4,3,4,4,3.36,1.36,1.36,5.64,1.36,1.36
13621,Canada,Kingston,Student,1,1,21,1,5,1,4,4,5,5,2,5,4,2.14,3.14,3.14,3.86,3.14,2.14
13622,Canada,Kingston,Student,1,1,21,1,2,3,4,5,5,4,3,5,4,2.16,2.16,1.16,5.84,2.16,1.16
13623,Canada,Kingston,Student,1,1,21,1,4,3,4,4,5,5,2,5,2,1.4,2.4,2.4,4.6,2.4,-.6
13624,Canada,Kingston,Student,1,1,21,1,4,3,4,5,5,5,2,5,3,3.06,3.06,3.06,3.94,3.06,1.06
13625,Canada,Kingston,Student,1,2,21,1,6,1,4,5,2,5,3,6,5,2.46,-.54,2.46,5.54,3.46,2.46
13626,Canada,Kingston,Student,1,2,21,1,4,3,4,5,5,5,2,4,4,2.62,2.62,2.62,4.38,1.62,1.62
13627,Canada,Kingston,Student,1,1,21,1,5,1,4,5,5,5,1,5,6,2.04,2.04,2.04,3.96,2.04,3.04
13628,Canada,Kingston,Student,1,2,21,2,5,3,4,6,2,4,1,5,5,3.22,-.78,1.22,3.78,2.22,2.22
13629,Canada,Kingston,Student,1,2,21,2,4,3,4,4,4,4,4,5,5,1.08,1.08,1.08,6.92,2.08,2.08
13630,Canada,Kingston,Student,1,1,21,1,4,3,4,4,4,4,4,3,4,2.2,2.2,2.2,5.8,1.2,2.2
13631,Canada,Kingston,Student,1,2,21,2,5,3,4,6,5,5,3,5,4,2.84,1.84,1.84,6.16,1.84,.84
13632,Canada,Kingston,Student,1,1,21,2,5,1,4,5,4,4,1,3,3,2.64,1.64,1.64,3.36,.64,.64
13633,Canada,Kingston,Student,1,2,21,1,4,3,4,4,4,5,2,5,2,1.32,1.32,2.32,4.68,2.32,-.68
13634,Canada,Kingston,Student,1,2,21,1,3,3,4,6,5,6,1,5,4,3.54,2.54,3.54,3.46,2.54,1.54
13635,Canada,Kingston,Student,1,1,21,1,4,3,4,6,5,5,2,5,4,2.44,1.44,1.44,5.56,1.44,.44
13636,Canada,Kingston,Student,1,1,21,1,4,3,4,5,6,6,1,6,3,2.76,3.76,3.76,3.24,3.76,.76
13637,Canada,Kingston,Student,1,2,21,1,3,3,4,5,4,4,3,5,5,2.88,1.88,1.88,5.12,2.88,2.88
13638,Canada,Kingston,Student,1,2,21,2,5,3,4,6,6,5,2,5,6,3.8,3.8,2.8,4.2,2.8,3.8
13639,Canada,Kingston,Student,1,1,21,2,6,3,4,4,5,5,2,5,4,1.06,2.06,2.06,4.94,2.06,1.06
13640,Canada,Kingston,Student,1,1,21,1,4,3,4,2,5,4,3,5,5,.365624756990512,3.36562475699051,2.36562475699051,4.63437524300949,3.36562475699051,3.36562475699051
13641,Canada,Kingston,Student,1,2,21,1,4,3,4,5,3,5,4,4,4,2.24,.24,2.24,6.76,1.24,1.24
13642,Canada,Kingston,Student,1,2,21,1,6,3,4,4,4,5,2,4,4,1.22,1.22,2.22,4.78,1.22,1.22
13643,Canada,Kingston,Student,1,2,21,1,3,3,4,5,5,6,3,5,4,2.68,2.68,3.68,5.32,2.68,1.68
13644,Canada,Kingston,Student,1,1,21,1,4,3,4,5,5,5,1,4,4,1.86,1.86,1.86,4.14,.86,.86
13645,Canada,Kingston,Student,1,2,21,1,5,3,4,6,6,6,3,2,5,2.88,2.88,2.88,6.12,-1.12,1.88
13646,Canada,Kingston,Student,1,2,21,1,4,3,4,4,5,5,1,5,6,1.78,2.78,2.78,3.22,2.78,3.78
13647,Canada,Kingston,Student,1,1,21,1,2,4,4,6,6,6,5,6,5,3.14,3.14,3.14,7.86,3.14,2.14
13648,Canada,Kingston,Student,1,2,21,2,5,1,4,6,6,6,3,6,5,2.9,2.9,2.9,6.1,2.9,1.9
13649,Canada,Kingston,Student,1,1,21,1,4,4,4,5,5,5,2,5,5,2.32,2.32,2.32,4.68,2.32,2.32
13650,Canada,Kingston,Student,1,1,21,1,2,3,4,4,3,4,2,4,5,1.62,.62,1.62,4.38,1.62,2.62
13651,Canada,Kingston,Student,1,2,21,1,2,3,4,4,5,5,1,5,5,2.08,3.08,3.08,2.92,3.08,3.08
13652,Canada,Kingston,Student,1,2,21,1,5,3,4,5,5,5,1,5,5,2.72,2.72,2.72,3.28,2.72,2.72
13653,Canada,Kingston,Student,1,2,21,1,5,3,4,4,4,4,2,2,2,1.16,1.16,1.16,4.84,-.84,-.84
13654,Canada,Kingston,Student,1,1,21,1,5,3,4,6,5,5,4,6,5,3.22,2.22,2.22,6.78,3.22,2.22
13655,Canada,Kingston,Student,1,2,21,1,4,1,4,6,6,6,4,6,5,3.42,3.42,3.42,6.58,3.42,2.42
13656,Canada,Kingston,Student,1,2,21,1,5,3,4,5,5,5,3,5,5,2.22,2.22,2.22,5.78,2.22,2.22
13657,Canada,Kingston,Student,1,1,21,1,4,3,4,5,5,5,4,5,3,2.68,2.68,2.68,6.32,2.68,.68
13658,Canada,Kingston,Student,1,1,21,1,5,3,4,5,5,5,1,5,4,1.94,1.94,1.94,4.06,1.94,.94
13659,Canada,Kingston,Student,1,2,21,1,4,3,4,6,5,4,1,6,4,3.42,2.42,1.42,3.58,3.42,1.42
14453,Canada,Toronto,Student,2,2,22,1,3,2,4,5,5,4,2,5,4,2.7,2.7,1.7,4.3,2.7,1.7
14454,Canada,Toronto,Student,2,2,22,1,6,3,4,5,5,4,2,5,5,2.7,2.7,1.7,4.3,2.7,2.7
14455,Canada,Toronto,Student,2,2,22,2,4,3,4,3,5,5,4,5,3,.52,2.52,2.52,6.48,2.52,.52
14456,Canada,Toronto,Student,2,1,22,1,3,3,4,4,5,5,1,4,4,.96,1.96,1.96,4.04,.96,.96
14457,Canada,Toronto,Student,2,2,22,1,4,3,4,5,6,6,2,5,5,2.36,3.36,3.36,4.64,2.36,2.36
14458,Canada,Toronto,Student,2,2,22,1,5,2,4,5,5,5,3,4,5,3.08,3.08,3.08,4.92,2.08,3.08
14459,Canada,Toronto,Student,2,2,22,1,2,3,4,6,6,5,2,5,5,3.76,3.76,2.76,4.24,2.76,2.76
14460,Canada,Toronto,Student,2,2,22,2,4,3,4,5,6,4,1,3,5,2.12,3.12,1.12,3.88,.12,2.12
14461,Canada,Toronto,Student,2,2,22,1,3,2,4,6,6,6,2,6,3,3.62,3.62,3.62,4.38,3.62,.62
14462,Canada,Toronto,Student,2,2,22,1,3,2,4,6,5,6,1,5,4,2.82,1.82,2.82,4.18,1.82,.82
14463,Canada,Toronto,Student,2,2,22,1,4,3,4,5,5,5,2,5,5,2.56,2.56,2.56,4.44,2.56,2.56
14464,Canada,Toronto,Student,2,1,22,1,4,3,4,4,4,4,2,5,4,1.5,1.5,1.5,4.5,2.5,1.5
14465,Canada,Toronto,Student,2,1,22,2,3,2,4,3,4,4,2,6,4,.38,1.38,1.38,4.62,3.38,1.38
14466,Canada,Toronto,Student,2,2,22,2,4,3,4,1,5,5,1,5,4,-1.5,2.5,2.5,3.5,2.5,1.5
14467,Canada,Toronto,Student,2,2,22,1,3,3,4,4,5,4,2,5,4,1.9,2.9,1.9,4.1,2.9,1.9
15230,Canada,Kingston,Student,1,1,22,1,5,3,4,6,6,6,1,6,2,3.48,3.48,3.48,3.52,3.48,-.52
15231,Canada,Kingston,Student,1,2,22,2,5,3,4,6,5,5,2,5,4,3.64,2.64,2.64,4.36,2.64,1.64
15232,Canada,Kingston,Student,1,1,22,1,5,3,4,4,4,4,4,3,4,2.12,2.12,2.12,5.88,1.12,2.12
15233,Canada,Kingston,Student,1,1,22,1,4,3,4,6,5,5,3,3,3,2.38,1.38,1.38,6.62,-.62,-.62
15234,Canada,Kingston,Student,1,2,22,1,5,3,4,5,5,5,2,4,5,2.3,2.3,2.3,4.7,1.3,2.3
15235,Canada,Kingston,Student,1,2,22,1,2,3,4,5,6,6,1,5,4,2.8,3.8,3.8,3.2,2.8,1.8
15236,Canada,Kingston,Student,1,2,22,1,4,3,4,6,3,2,2,5,5,3.6,.6,-.4,4.4,2.6,2.6
15237,Canada,Kingston,Student,1,2,22,1,4,3,4,4,4,4,2,4,4,1.98,1.98,1.98,4.02,1.98,1.98
15238,Canada,Kingston,Student,1,1,22,1,5,3,4,6,6,5,1,6,4,3.3,3.3,2.3,3.7,3.3,1.3
15239,Canada,Kingston,Student,1,1,22,1,4,1,4,4,4,2,5,5,5,1.6,1.6,-.4,7.4,2.6,2.6
15240,Canada,Kingston,Student,1,1,22,2,4,1,4,5,5,5,2,5,4,2.64,2.64,2.64,4.36,2.64,1.64
15842,Canada,Toronto,Student,2,2,23,1,3,4,4,5,5,6,4,6,6,3.03141445576623,3.03141445576623,4.03141445576623,5.96858554423377,4.03141445576623,4.03141445576623
15843,Canada,Toronto,Student,2,2,23,1,5,3,4,6,6,5,2,4,4,3.26,3.26,2.26,4.74,1.26,1.26
15844,Canada,Toronto,Student,2,1,23,2,5,3,4,5,5,4,2,5,5,3.44,3.44,2.44,3.56,3.44,3.44
15845,Canada,Toronto,Student,2,1,23,1,3,3,4,5,1,4,2,5,6,2.32,-1.68,1.32,4.68,2.32,3.32
15846,Canada,Toronto,Student,2,2,23,1,2,2,4,5,5,5,3,5,2,3.46,3.46,3.46,4.54,3.46,.46
16387,Canada,Kingston,Student,1,1,23,1,4,3,4,5,5,5,2,3,4,2.66,2.66,2.66,4.34,.66,1.66
16857,Canada,Toronto,Student,2,1,24,2,3,2,4,4,5,5,2,5,5,2.02,3.02,3.02,3.98,3.02,3.02
16858,Canada,Toronto,Student,2,1,24,1,1,3,4,5,5,5,1,5,5,2.1,2.1,2.1,3.9,2.1,2.1
16859,Canada,Toronto,Student,2,1,24,1,3,3,4,5,5,5,2,6,6,2.58,2.58,2.58,4.42,3.58,3.58
16860,Canada,Toronto,Student,2,1,24,1,2,3,4,5,4,3,2,2,5,2.48,1.48,.48,4.52,-.52,2.48
16861,Canada,Toronto,Student,2,2,24,1,4,2,4,3,5,5,4,6,2,1,3,3,6,4,0
17218,Canada,Kingston,Student,1,1,24,1,4,3,4,4,3,5,3,4,2,1.44,.44,2.44,5.56,1.44,-.56
17219,Canada,Kingston,Student,1,2,24,1,3,1,4,5,4,4,2,3,2,1.86,.86,.86,5.14,-.14,-1.14
17599,Canada,Toronto,Student,2,2,25,1,4,2,4,5,5,5,1,5,5,2.28,2.28,2.28,3.72,2.28,2.28
18164,Canada,Toronto,Student,2,2,26,2,4,3,4,5,5,5,2,4,4,3,3,3,4,2,2
18165,Canada,Toronto,Student,2,2,26,1,4,3,4,4,4,5,1,5,5,1.62,1.62,2.62,3.38,2.62,2.62
18166,Canada,Toronto,Student,2,2,26,1,3,3,4,4,4,5,2,4,4,1.72,1.72,2.72,4.28,1.72,1.72
18167,Canada,Toronto,Student,2,2,26,1,1,3,4,4,4,4,3,4,5,1.82,1.82,1.82,5.18,1.82,2.82
18168,Canada,Toronto,Student,2,2,26,1,3,3,4,5,4,3,1,6,4,2.18,1.18,.18,3.82,3.18,1.18
18169,Canada,Toronto,Student,2,2,26,2,2,2,4,6,5,5,1,5,5,3.86,2.86,2.86,3.14,2.86,2.86
18599,Canada,Toronto,Student,2,2,27,1,3,2,4,4,6,6,2,6,2,1.34,3.34,3.34,4.66,3.34,-.66
18726,Canada,Kingston,Student,1,1,27,1,3,3,4,5,3,3,3,3,4,2.48,.48,.48,5.52,.48,1.48
18953,Canada,Toronto,Student,2,1,28,1,4,3,4,4,4,4,1,4,4,1.12,1.12,1.12,3.88,1.12,1.12
19278,Canada,Toronto,Student,2,2,29,2,2,4,4,6,5,5,1,6,6,3.44831090727691,2.44831090727691,2.44831090727691,3.55168909272309,3.44831090727691,3.44831090727691
19279,Canada,Toronto,Student,2,2,29,1,3,3,4,6,5,5,1,4,3,3.4,2.4,2.4,3.6,1.4,.4
19545,Canada,Toronto,Student,2,2,30,1,3,3,4,6,6,5,2,6,6,3.82,3.82,2.82,4.18,3.82,3.82
20264,Canada,Toronto,Student,2,2,33,2,5,2,4,6,6,6,2,2,5,3.92,3.92,3.92,4.08,-.0800000000000001,2.92
20668,Canada,Toronto,Student,2,2,35,1,3,3,4,6,5,5,1,6,4,3.28,2.28,2.28,3.72,3.28,1.28
20852,Canada,Toronto,Student,2,1,36,1,4,3,4,4,5,5,1,3,3,.82,1.82,1.82,4.18,-.18,-.18
21400,Canada,Toronto,Student,2,2,40,1,4,2,4,5,4,4,2,4,3,2.42,1.42,1.42,4.58,1.42,.42
21620,Canada,Toronto,Student,2,1,42,1,2,3,4,6,5,6,3,5,5,4.28,3.28,4.28,4.72,3.28,3.28
21850,Canada,Toronto,Student,2,2,44,1,4,3,4,5,5,4,4,2,1,2.2,2.2,1.2,6.8,-.8,-1.8
22079,Canada,Toronto,Student,2,2,47,1,4,2,4,6,5,4,1,4,5,4.8,3.8,2.8,2.2,2.8,3.8
22768,Canada,Toronto,Student,2,1,64,2,4,3,4,4,4,3,2,5,5,1.74,1.74,.74,4.26,2.74,2.74
 3194,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3195,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3196,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3197,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3198,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3199,Chile,Santiago,Student,2, , , , , , ,5.08346915729837,4.52665438901526,4.34800322773872,2.74308448306758,4.41352531388375,3.39536033665357,3.17685740116828,2.62004263288517,2.44139147160864,4.64969623919766,2.50691355775367,1.48874858052349
 3200,Chile,Santiago,Student,2, , , , , , ,6,5,3,4,4,5,4.36456330383619,3.36456330383619,1.36456330383619,5.63543669616381,2.36456330383619,3.36456330383619
 3201,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3202,Chile,Santiago,Student,2, , , , , , ,5.04586956790676,4.69843030818134,4.40112524136758,2.90735265339846,4.50002738823526,3.72173948598394,2.84503485994686,2.49759560022144,2.20029053340768,5.10818736135836,2.29919268027536,1.52090477802404
 3203,Chile,Santiago,Student,2, , , , , , ,4.81914046383717,4.38276891441505,4.07297052903014,3.27934152615187,4.3959197660052,3.41542827239402,2.5262382061126,2.08986665669048,1.78006827130557,5.57224378387644,2.10301750828063,1.12252601466945
 3204,Chile,Santiago,Student,2, , , , , , ,4.92366287166427,4.51541605276967,4.2860184971423,2.96629735510994,4.44137049855409,3.7221466396728,2.83986466367737,2.43161784478277,2.2022202891554,5.05009556309684,2.35757229056719,1.6383484316859
 3205,Chile,Santiago,Student,2, , , , , , ,6,1,3,4,6,3,4.07095689484044,-.929043105159564,1.07095689484044,5.92904310515956,4.07095689484044,1.07095689484044
 3206,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3207,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3208,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3209,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3210,Chile,Santiago,Student,2, , , , , , ,2,2,3,6,2,2,-.568488197023236,-.568488197023236,.431511802976764,8.56848819702324,-.568488197023236,-.568488197023236
 3211,Chile,Santiago,Student,2, , , , , , ,3,2,3,6,4,2,.8834004455107,-.1165995544893,.8834004455107,8.1165995544893,1.8834004455107,-.1165995544893
 3212,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3213,Chile,Santiago,Student,2, , , , , , ,4.63559675839885,4.52023697486947,4.08749621101434,3.05297388388726,4.28645494587971,3.65079413111939,2.12356676169557,2.00820697816619,1.57546621431106,5.56500388059054,1.77442494917643,1.13876413441611
 3214,Chile,Santiago,Student,2, , , , , , ,4,4,4,5,5,4,1.79554788088073,1.79554788088073,1.79554788088073,7.20445211911927,2.79554788088073,1.79554788088073
 3215,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3216,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3217,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3218,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3219,Chile,Santiago,Student,2, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
 3220,Chile,Santiago,Student,2,1, ,1,3,3,3,4,4,4,3,4,4,1.6,1.6,1.6,5.4,1.6,1.6
 3221,Chile,Santiago,Student,2, , , , , , ,4,4,3,3,4,1,1.56,1.56,.56,5.44,1.56,-1.44
 3222,Chile,Santiago,Student,2, , , , , , ,6,6,3,6,5,4,3.42972085270873,3.42972085270873,.429720852708728,8.57027914729127,2.42972085270873,1.42972085270873
 3223,Chile,Santiago,Student,2, , , , , , ,2,3,2,4,5,3,.460437587361336,1.46043758736134,.460437587361336,5.53956241263866,3.46043758736134,1.46043758736134
 8968,Chile,Santiago,Student,2,2,19,1,2,1,4,5,6,6,5,4,3,2.92,3.92,3.92,7.08,1.92,.92
 8969,Chile,Santiago,Student,2,2,19,1, ,1,4,3,3,4,6,5,1,.595572169498366,.595572169498366,1.59557216949837,8.40442783050163,2.59557216949837,-1.40442783050163
 8970,Chile,Santiago,Student,2,1,19,1,2,1,4,2,2,3,2,4,3,-.34,-.34,.66,4.34,1.66,.66
 8971,Chile,Santiago,Student,2,1,19,1,3,1,4,6,5,3,2,5,4,3.09816888128462,2.09816888128462,.0981688812846229,4.90183111871538,2.09816888128462,1.09816888128462
 8972,Chile,Santiago,Student,2,1,19,1,3,1,4,5,5,5,5,3,5,2.9,2.9,2.9,7.1,.9,2.9
 8973,Chile,Santiago,Student,2,2,19,1,3,1,4,4.17415106558251,3,3,3,4,3,2.21415106558251,1.04,1.04,4.96,2.04,1.04
 8974,Chile,Santiago,Student,2,2,19,1,2,1,4,4.91601129979854,4.55165503770887,4.38455074789276,2.91902089614332,4.45429758641011,3.85534306474494,2.69884516532671,2.33448890323704,2.16738461342093,5.13618703061515,2.23713145193827,1.63817693027311
 8975,Chile,Santiago,Student,2,2,19,1,4,4,4,5,4,5,5,5,3,2.72,1.72,2.72,7.28,2.72,.72
 8976,Chile,Santiago,Student,2,2,19,1,2,1,4,3,4,4,3,5,3,.869845725840882,1.86984572584088,1.86984572584088,5.13015427415912,2.86984572584088,.869845725840882
 8977,Chile,Santiago,Student,2,2,19,1,3,1,4,6,6,4,5,5,3,3.71054533914947,3.71054533914947,1.71054533914947,7.28945466085053,2.71054533914947,.710545339149469
 8978,Chile,Santiago,Student,2,1,19,1,3,1,4,5,4,3,2,5,3,2.4,1.4,.4,4.6,2.4,.4
 8979,Chile,Santiago,Student,2,2,19,1,3,1,4,6,5,4,6,6,1,3.9,2.9,1.9,8.1,3.9,-1.1
 8980,Chile,Santiago,Student,2,1,19,1,3,1,4,6,6,6,1,3,6,3.78,3.78,3.78,3.22,.78,3.78
 8981,Chile,Santiago,Student,2,1,19,1,3,1,4,2,5,4,5,6,4,0,3,2,7,4,2
 8982,Chile,Santiago,Student,2,2,19,1,3,1,4,5,5,2,3,6,4,2.84,2.84,-.16,5.16,3.84,1.84
 8983,Chile,Santiago,Student,2,1,19,1,3,1,4,4,3,4,4,5,4,1.84,.84,1.84,6.16,2.84,1.84
 8984,Chile,Santiago,Student,2,1,19,1,3,1,4,6,4,3,1,4,3,3.5,1.5,.5,3.5,1.5,.5
 8985,Chile,Santiago,Student,2,1,19,1,3,3,4,5,2,2,4,6,3,1.58,-1.42,-1.42,7.42,2.58,-.42
11389,Chile,Santiago,Student,2,1,20,1,3,1,4,4,3,3,2,4,3.23401182589032,1.82150477489394,.821504774893944,.821504774893944,4.17849522510606,1.82150477489394,1.05551660078427
11390,Chile,Santiago,Student,2,2,20,1,3,1,4,4,4,4,1,3,3,1.88,1.88,1.88,3.12,.88,.88
11391,Chile,Santiago,Student,2,2,20,1,3,1,4,6,5,4,3,5,5,4.16,3.16,2.16,4.84,3.16,3.16
11392,Chile,Santiago,Student,2,1,20,1,1,4,4,4,2,4,3,4,3,1.78,-.22,1.78,5.22,1.78,.78
