"","Country","City","Move","Location","lon","lat","type","loctype","address","north","south","east","west"
"408","Finland","Kymenlaakso",-11.8088461538462,"Kymenlaakso, Finland",26.8829336,60.780512,"administrative_area_level_1","approximate","kymenlaakso, finland",61.2925399,60.2122642,27.9905977,26.0398964
"409","Finland","Lapland",-13.7415384615385,"Lapland, Finland",26.5046438,67.9222304,"administrative_area_level_1","approximate","lapland, finland",70.092444,65.4970896,30.016886,20.5489762
"410","Finland","North Karelia",-14.3392307692308,"North Karelia, Finland",30.1553887,62.8062078,"administrative_area_level_1","approximate","north karelia, finland",63.8822811,61.7222899,31.5870999,28.3598608
"411","Finland","Northern Ostrobothnia",-4.88115384615385,"Northern Ostrobothnia, Finland",26.2890417,65.279493,"administrative_area_level_1","approximate","northern ostrobothnia, finland",66.4859336,63.4291036,30.1385341,23.4428261
"412","Finland","Northern Savonia",-2.76128205128205,"Northern Savonia, Finland",27.0253504,63.08448,"administrative_area_level_1","approximate","northern savonia, finland",64.0370138,62.141174,29.0981227,26.0400153
"413","Finland","Ostrobothnia",-16.4592307692308,"Ostrobothnia, Finland",21.9061062,63.1181757,"administrative_area_level_1","approximate","ostrobothnia, finland",63.9376922,61.95384,23.7442586,20.5804038
"414","Finland","Paijanne Tavastia",-17.7392307692308,"Paijanne Tavastia, Finland",25.7322496,61.3230041,"administrative_area_level_1","approximate","päijänne tavastia, finland",61.8024101,60.6718636,26.5138703,24.8500037
"415","Finland","Pirkanmaa",-4.58,"Pirkanmaa, Finland",23.7895598,61.6986918,"administrative_area_level_1","approximate","pirkanmaa, finland",62.4943907,60.9397008,24.9698322,22.5325327
"416","Finland","Satakunta",-11.4088461538462,"Satakunta, Finland",22.1483081,61.5932758,"administrative_area_level_1","approximate","satakunta, finland",62.3111024,60.8720031,23.0063108,21.2691679
"417","Finland","South Karelia",-21.8011538461538,"South Karelia, Finland",28.1024372,61.1181949,"administrative_area_level_1","approximate","south karelia, finland",61.8644772,60.6664984,30.144091,26.9537366
"418","Finland","Southern Ostrobothnia",-14.3176923076923,"Southern Ostrobothnia, Finland",23.5285267,62.9433099,"administrative_area_level_1","approximate","southern ostrobothnia, finland",63.4983912,61.9799129,24.5841383,21.5122109
"419","Finland","Southern Savonia",-7.95679487179487,"Southern Savonia, Finland",27.8005015,61.6945148,"administrative_area_level_1","approximate","southern savonia, finland",62.6570029,61.1516606,29.6962903,26.2201779
"420","Finland","Southwest Finland",-0.886538461538462,"Southwest Finland, Finland",22.4439369,60.3627914,"administrative_area_level_1","approximate","southwest finland, finland",61.1334994,59.4759,23.9205888,20.3775118
"421","Finland","Tavastia Proper",-17.2523076923077,"Tavastia Proper, Finland",24.3005498,60.907015,"administrative_area_level_1","approximate","tavastia proper, finland",61.3249545,60.5525603,25.2692689,23.1356498
"422","Finland","Uusimaa",-11.7584615384615,"Uusimaa, Finland",25.271621,60.21872,"administrative_area_level_1","approximate","uusimaa, finland",60.8405237,59.7366942,26.5905075,22.7612088
"423","France","Auvergne-Rhone-Alpes",-33.5753846153846,"Auvergne-Rhone-Alpes, France",4.3852507,45.4471431,"administrative_area_level_1","approximate","auvergne-rhône-alpes, france",46.804293,44.115493,7.1855661,2.062882
"424","France","Bourgogne-Franche-Comte",-29.74,"Bourgogne-Franche-Comte, France",4.9994372,47.2805127,"administrative_area_level_1","approximate","bourgogne-franche-comté, france",48.400061,46.15607,7.143381,2.8448908
"425","France","Brittany",-27.0092307692308,"Brittany, France",-2.9326435,48.2020471,"administrative_area_level_1","approximate","brittany, france",48.9009421,47.2778529,-1.015621,-5.1412921
"426","France","Centre-Val de Loire",-32.1969230769231,"Centre-Val de Loire, France",1.6750631,47.7515686,"administrative_area_level_1","approximate","centre-val de loire, france",48.941029,46.3469059,3.1284099,0.0527369
"427","France","Corsica",-30.4276923076923,"Corsica, France",9.0128926,42.0396042,"administrative_area_level_1","approximate","corsica, france",43.0276781,41.333543,9.560096,8.534677
"428","France","Grand Est",-33.3615384615385,"Grand Est, France",6.1878074,48.699803,"administrative_area_level_1","approximate","grand est, france",50.169162,47.4202619,8.2335491,3.3836479
"429","France","Hauts-de-France",-31.3030769230769,"Hauts-de-France, France",2.7937265,50.4801153,"colloquial_area","approximate","nord-pas-de-calais, france",51.08899,49.9690609,4.2316779,1.555598
"430","France","Ile-de-France",-41.4923076923077,"Ile-de-France, France",2.6370411,48.8499198,"administrative_area_level_1","approximate","île-de-france, france",49.241504,48.1200811,3.5590069,1.44617
"431","France","Normandy",-29.2553846153846,"Normandy, France",0.1712529,48.8798704,"administrative_area_level_1","approximate","normandy, france",50.072097,48.1798839,1.8031111,-1.954995
"432","France","Nouvelle-Aquitaine",-30.8538461538462,"Nouvelle-Aquitaine, France",0.626891,45.7087182,"administrative_area_level_1","approximate","nouvelle-aquitaine, france",47.17599,42.777531,2.6112931,-1.7923251
"433","France","Occitanie",-30.8415384615385,"Occitanie, France",3.2827625,43.8927232,"administrative_area_level_1","approximate","occitanie, france",45.046684,42.333014,4.8455639,-0.327159
"434","France","Pays de la Loire",-30.8661538461538,"Pays de la Loire, France",-0.3299687,47.7632836,"administrative_area_level_1","approximate","pays de la loire, france",48.567985,46.266539,0.9166389,-2.559609
"435","France","Provence-Alpes-Cote d'Azur",-31.5123076923077,"Provence-Alpes-Cote d'Azur, France",6.0679194,43.9351691,"administrative_area_level_1","approximate","provence-alpes-côte d'azur, france",45.126851,42.9819981,7.718993,4.230207
"436","Gabon","Estuaire",-26.0784615384615,"Estuaire, Gabon",10.0807298,0.4432864,"administrative_area_level_1","approximate","estuaire, gabon",1.069049,-0.5730141,10.971872,9.297695
"437","Gabon","Haut-Ogooue",-8.8695652173913,"Haut-Ogooue, Gabon",13.914399,-1.4762544,"administrative_area_level_1","approximate","haut-ogooue, gabon",0.036923,-2.481633,14.5016709,12.7630481
"438","Gabon","Ogooue-Maritime",-14.1269230769231,"Ogooue-Maritime, Gabon",9.7232673,-1.3465975,"administrative_area_level_1","approximate","ogooue-maritime, gabon",-0.278632,-2.733783,10.6113409,8.6954709
"439","Germany","Baden-Wurttemberg",-10.9138461538462,"Baden-Wurttemberg, Germany",9.3501336,48.6616037,"administrative_area_level_1","approximate","baden-württemberg, germany",49.7913278,47.5323664,10.495573,7.5117568
"440","Germany","Bavaria",-15.8046153846154,"Bavaria, Germany",11.4978895,48.7904472,"administrative_area_level_1","approximate","bavaria, germany",50.5647142,47.2701115,13.8396371,8.9763497
"441","Germany","Berlin",-18.3192307692308,"Berlin, Germany",13.404954,52.5200066,"locality","approximate","berlin, germany",52.6754542,52.338234,13.7611175,13.088346
"442","Germany","Brandenburg",-0.150769230769231,"Brandenburg, Germany",12.5316444,52.4125287,"locality","approximate","brandenburg, germany",52.5417764,52.3115782,12.7259978,12.3610803
"443","Germany","Bremen",-12.7261538461538,"Bremen, Germany",8.8016936,53.0792962,"locality","approximate","bremen, germany",53.2289105,53.0111523,8.9908131,8.4817585
"444","Germany","Hamburg",-12.6015384615385,"Hamburg, Germany",9.9936819,53.5510846,"locality","approximate","hamburg, germany",53.717145,53.399999,10.123492,9.732151
"445","Germany","Hesse",-11.56,"Hesse, Germany",9.1624376,50.6520515,"administrative_area_level_1","approximate","hesse, germany",51.6578013,49.3952611,10.2363207,7.7724675
"446","Germany","Lower Saxony",-4.32923076923077,"Lower Saxony, Germany",9.8450766,52.6367036,"administrative_area_level_1","approximate","lower saxony, germany",53.8922841,51.2950674,11.5982056,6.6538789
"447","Germany","Mecklenburg-Vorpommern",0.687692307692308,"Mecklenburg-Vorpommern, Germany",12.4295953,53.6126505,"administrative_area_level_1","approximate","mecklenburg-vorpommern, germany",54.6847005,53.1103197,14.4122569,10.5936138
"448","Germany","North Rhine-Westphalia",-7.70615384615385,"North Rhine-Westphalia, Germany",7.6615938,51.4332367,"administrative_area_level_1","approximate","north rhine-westphalia, germany",52.5314696,50.322701,9.4616349,5.8663425
"449","Germany","Rhineland-Palatinate",-8.39538461538462,"Rhineland-Palatinate, Germany",7.3089527,50.118346,"administrative_area_level_1","approximate","rhineland-palatinate, germany",50.9423053,48.966765,8.5083135,6.11234
"450","Germany","Saarland",-15.8323076923077,"Saarland, Germany",7.0229607,49.3964234,"administrative_area_level_1","approximate","saarland, germany",49.6394088,49.1119452,7.4045838,6.3576084
"451","Germany","Saxony",-4.08461538461538,"Saxony, Germany",13.2017384,51.1045407,"administrative_area_level_1","approximate","saxony, germany",51.684871,50.1713633,15.0418962,11.8714358
"452","Germany","Saxony-Anhalt",-5.03230769230769,"Saxony-Anhalt, Germany",11.6922734,51.9502649,"administrative_area_level_1","approximate","saxony-anhalt, germany",53.041787,50.9378782,13.1869875,10.560839
"453","Germany","Schleswig-Holstein",4.68153846153846,"Schleswig-Holstein, Germany",9.6961167,54.2193672,"administrative_area_level_1","approximate","schleswig-holstein, germany",55.058347,53.3598065,11.3129207,7.8649613
"454","Germany","Thuringia",-3.94769230769231,"Thuringia, Germany",10.845346,51.0109892,"administrative_area_level_1","approximate","thuringia, germany",51.6489359,50.2043467,12.6539326,9.876984
"455","Greece","Decentralized Administration of Attica",-20.8492307692308,"Decentralized Administration of Attica, Greece",23.8584737,38.0457568,"administrative_area_level_1","approximate","decentralized administration of attica, greece",38.3409795,35.822384,24.1161499,22.8909853
"456","Greece","Decentralized Administration of Crete",-16.2907692307692,"Decentralized Administration of Crete, Greece",24.8092691,35.240117,"administrative_area_level_1","approximate","decentralized administration of crete, greece",35.6956945,34.8008834,26.3525195,23.4716205
"457","Greece","Decentralized Administration of Epirus and Western Macedonia",-15.4507692307692,"Decentralized Administration of Epirus and Western Macedonia, Greece",20.902977,39.8316464,"administrative_area_level_1","approximate","decentralized administration of epirus and western macedonia, greece",40.9438438,38.9444034,22.1953187,20.0086771
"458","Greece","Decentralized Administration of Macedonia and Thrace",-18.3461538461538,"Decentralized Administration of Macedonia and Thrace, Greece",23.9536466,41.069313,"administrative_area_level_1","approximate","decentralized administration of macedonia and thrace, greece",41.7490577,39.9075655,26.6352367,21.7041979
"459","Greece","Decentralized Administration of Peloponnese, Western Greece and the Ionian",-11.3123076923077,"Decentralized Administration of Peloponnese, Western Greece and the Ionian, Greece",22.2384017,37.4935496,"administrative_area_level_1","approximate","decentralized administration of peloponnese, western greece and the ionian, greece",39.8987729,36.3853125,23.4546164,19.3734224
"460","Greece","Decentralized Administration of the Aegean",-5.03076923076923,"Decentralized Administration of the Aegean, Greece",25.5207358,37.0755463,"administrative_area_level_1","approximate","decentralized administration of the aegean, greece",40.0361365,35.3395931,29.6434989,24.1007226
"461","Greece","Decentralized Administration of Thessaly and Central Greece",-10.4276923076923,"Decentralized Administration of Thessaly and Central Greece, Greece",22.2384017,39.4145788,"administrative_area_level_1","approximate","decentralized administration of thessaly and central greece, greece",40.1961446,37.9311267,24.685908,21.1204205
"462","Guatemala","Alta Verapaz Department",-33.3584615384615,"Alta Verapaz Department, Guatemala",-90.1494988,15.5942883,"administrative_area_level_1","approximate","alta verapaz department, guatemala",16.0736307,15.117212,-89.4084393,-90.8201772
"463","Guatemala","Baja Verapaz Department",-30.8628205128205,"Baja Verapaz Department, Guatemala",-90.3748354,15.1255867,"administrative_area_level_1","approximate","baja verapaz department, guatemala",15.350739,14.8689597,-89.8516616,-90.8147428
"464","Guatemala","Chimaltenango Department",-35.7692307692308,"Chimaltenango Department, Guatemala",-90.9820668,14.5634787,"administrative_area_level_1","approximate","chimaltenango department, guatemala",14.9371393,14.3722618,-90.619173,-91.1284273
"465","Guatemala","Chiquimula Department",-39.1673076923077,"Chiquimula Department, Guatemala",-89.4742177,14.7514999,"administrative_area_level_1","approximate","chiquimula department, guatemala",14.9489188,14.4060186,-89.13095,-89.7203765
"466","Guatemala","El Progreso Department",-34.0166666666667,"El Progreso Department, Guatemala",-90.0746767,14.9388732,"administrative_area_level_1","approximate","el progreso department, guatemala",15.1519043,14.6676131,-89.7887254,-90.4055437
"467","Guatemala","Escuintla",-32.3292307692308,"Escuintla, Guatemala",-90.7881835,14.3009252,"locality","approximate","escuintla, guatemala",14.335151,14.2643316,-90.7419665,-90.8079689
"468","Guatemala","Guatemala Department",-42.0184615384615,"Guatemala Department, Guatemala",-90.5257823,14.5649401,"administrative_area_level_1","approximate","guatemala department, guatemala",14.9137868,14.2414106,-90.2118515,-90.7625888
"469","Guatemala","Huehuetenango Department",-33.9061538461538,"Huehuetenango Department, Guatemala",-91.6760691,15.5879914,"administrative_area_level_1","approximate","huehuetenango department, guatemala",16.0734793,15.1380459,-91.047067,-92.1177563
"470","Guatemala","Izabal Department",-31.5061538461538,"Izabal Department, Guatemala",-88.864698,15.4976517,"administrative_area_level_1","approximate","izabal department, guatemala",15.9653831,15.067067,-88.2230125,-89.6267959
"471","Guatemala","Jalapa Department",-31.5147435897436,"Jalapa Department, Guatemala",-89.9626799,14.6121446,"administrative_area_level_1","approximate","jalapa department, guatemala",14.8725097,14.4193613,-89.6451373,-90.2999209
"472","Guatemala","Jutiapa Department",-30.5153846153846,"Jutiapa Department, Guatemala",-89.9253233,14.1930802,"administrative_area_level_1","approximate","jutiapa department, guatemala",14.5576601,13.7400357,-89.4989762,-90.2972705
"473","Guatemala","Peten Department",-33.9738461538462,"Peten Department, Guatemala",-90.2995785,16.912033,"administrative_area_level_1","approximate","petén department, guatemala",17.815697,15.8455002,-89.1514394,-91.4390749
"474","Guatemala","Quetzaltenango Department",-40.6676923076923,"Quetzaltenango Department, Guatemala",-91.714958,14.792433,"administrative_area_level_1","approximate","quetzaltenango department, guatemala",15.2252424,14.4929171,-91.4040912,-92.139265
"475","Guatemala","Quiche Department",-30.9476923076923,"Quiche Department, Guatemala",-90.9820668,15.4983808,"administrative_area_level_1","approximate","quiché department, guatemala",16.0737689,14.7820598,-90.4179934,-91.3270383
"476","Guatemala","Retalhuleu Department",-34.9307692307692,"Retalhuleu Department, Guatemala",-91.7538817,14.372734,"administrative_area_level_1","approximate","retalhuleu department, guatemala",14.7133855,14.1217852,-91.5164939,-92.1635943
"477","Guatemala","Sacatepequez Department",-41.0123076923077,"Sacatepequez Department, Guatemala",-90.7152749,14.5178379,"administrative_area_level_1","approximate","sacatepéquez department, guatemala",14.7240939,14.3755579,-90.612337,-90.8808069
"478","Guatemala","San Marcos Department",-34.7630769230769,"San Marcos Department, Guatemala",-91.9099238,14.9309569,"administrative_area_level_1","approximate","san marcos department, guatemala",15.4228241,14.4853029,-91.568358,-92.2397596
"479","Guatemala","Santa Rosa Department",-33.125641025641,"Santa Rosa Department, Guatemala",-90.3748354,14.1928003,"administrative_area_level_1","approximate","santa rosa department, guatemala",14.5034576,13.7888024,-90.0579094,-90.6752295
"480","Guatemala","Solola Department",-41.1811538461538,"Solola Department, Guatemala",-91.2891036,14.748523,"administrative_area_level_1","approximate","sololá department, guatemala",14.8955163,14.5208058,-91.0723136,-91.5064748
"481","Guatemala","Suchitepequez",-34.9753846153846,"Suchitepequez, Guatemala",-91.4048249,14.4215982,"administrative_area_level_1","approximate","suchitepequez, guatemala",14.7053077,14.0442794,-91.0933473,-91.6683545
"482","Guatemala","Totonicapan Department",-37.075,"Totonicapan Department, Guatemala",-91.4048249,14.9813159,"administrative_area_level_1","approximate","totonicapán department, guatemala",15.2536796,14.8218375,-91.1764818,-91.5541806
"483","Guatemala","Zacapa Department",-35.6542307692308,"Zacapa Department, Guatemala",-89.3226954,15.1248871,"administrative_area_level_1","approximate","zacapa department, guatemala",15.2968666,14.7408905,-89.152905,-89.8996699
"484","Haiti","Artibonite Department",-7.98461538461538,"Artibonite Department, Haiti",-72.4258145,19.362902,"administrative_area_level_1","approximate","artibonite department, haiti",19.81222,18.8393919,-72.1843108,-73.1348189
"485","Haiti","Centre Department",-17.2423076923077,"Centre Department, Haiti",-72.0468164,18.9582742,"administrative_area_level_1","approximate","centre department, haiti",19.327567,18.6777091,-71.613358,-72.349538
"486","Haiti","Nord-Est Department",-22.6909090909091,"Nord-Est Department, Haiti",-71.8571331,19.4889723,"administrative_area_level_1","approximate","nord-est department, haiti",19.739304,19.2588809,-71.675034,-72.11789
"487","Haiti","Nord-Ouest Department",-12.4242424242424,"Nord-Ouest Department, Haiti",-73.0405277,19.8374009,"administrative_area_level_1","approximate","nord-ouest department, haiti",20.087822,19.625431,-72.565755,-73.451469
"488","Haiti","Nord Department",-15.825641025641,"Nord Department, Haiti",-72.189,19.5687715,"administrative_area_level_1","approximate","nord department, haiti",19.8837179,19.2473899,-71.961071,-72.6788249
"489","Haiti","Ouest Department",-27.6846153846154,"Ouest Department, Haiti",-72.4731529,18.4957015,"administrative_area_level_1","approximate","ouest department, haiti",18.970982,18.2460119,-71.6928559,-73.299515
"490","Haiti","Sud-Est Department",-23.35,"Sud-Est Department, Haiti",-72.3547915,18.2783598,"administrative_area_level_1","approximate","sud-est department, haiti",18.384912,18.0301479,-71.7241439,-73.0131649
"491","Haiti","Sud Department",-14.8482142857143,"Sud Department, Haiti",-73.7007088,18.3320005,"administrative_area_level_1","approximate","sud department, haiti",18.423093,18.0210319,-72.9886701,-74.4505019
"492","Honduras","Atlantida Department",-47.0707692307692,"Atlantida Department, Honduras",-87.1422895,15.6696283,"administrative_area_level_1","approximate","atlántida department, honduras",15.9284912,15.4206246,-86.3620116,-87.8020406
"493","Honduras","Bay Islands Department",-35.7102564102564,"Bay Islands Department, Honduras",-85.8793252,16.4826614,"administrative_area_level_1","approximate","bay islands department, honduras",17.417124,15.9449993,-83.8903101,-86.990544
"494","Honduras","Choluteca Department",-35.5134615384615,"Choluteca Department, Honduras",-87.1422895,13.2504325,"administrative_area_level_1","approximate","choluteca department, honduras",13.7593446,12.9830465,-86.703631,-87.5164464
"495","Honduras","Colon Department",-31.9583333333333,"Colon Department, Honduras",-85.520024,15.6425965,"administrative_area_level_1","approximate","colón department, honduras",16.0286361,15.0709386,-84.999472,-86.4587683
"496","Honduras","Comayagua Department",-43.715,"Comayagua Department, Honduras",-87.6186379,14.5534828,"administrative_area_level_1","approximate","comayagua department, honduras",15.0568749,14.0473878,-87.2091144,-88.0878405
"497","Honduras","Copan Department",-43.4773076923077,"Copan Department, Honduras",-88.864698,14.9360838,"administrative_area_level_1","approximate","copán department, honduras",15.2949307,14.4966842,-88.6367766,-89.2281423
"498","Honduras","Cortes Department",-49.7292307692308,"Cortes Department, Honduras",-88.0900762,15.4923508,"administrative_area_level_1","approximate","cortés department, honduras",15.9215856,14.7996926,-87.7191335,-88.4729134
"499","Honduras","El Paraiso Department",-28.775,"El Paraiso Department, Honduras",-86.4996546,13.9821294,"administrative_area_level_1","approximate","el paraíso department, honduras",14.4225508,13.5016149,-85.5696737,-87.22471
"500","Honduras","Francisco Morazan Department",-51.5092307692308,"Francisco Morazan Department, Honduras",-87.0624261,14.45411,"administrative_area_level_1","approximate","francisco morazán department, honduras",15.0332918,13.6532101,-86.7106493,-87.6500517
"501","Honduras","Intibuca Department",-41.1705128205128,"Intibuca Department, Honduras",-88.2461183,14.372734,"administrative_area_level_1","approximate","intibucá department, honduras",14.6628283,13.8490001,-87.847619,-88.5113786
"502","Honduras","La Paz Department",-44.7666666666667,"La Paz Department, Honduras",-87.9334803,13.9984833,"administrative_area_level_1","approximate","la paz department, honduras",14.4268472,13.8302668,-87.5912922,-88.2365134
"503","Honduras","Lempira Department",-29.577519379845,"Lempira Department, Honduras",-88.556531,14.1887698,"administrative_area_level_1","approximate","lempira department, honduras",14.9480057,13.9632002,-88.3160031,-88.9815393
"504","Honduras","Ocotepeque Department",-35.7076923076923,"Ocotepeque Department, Honduras",-89.0561532,14.5170347,"administrative_area_level_1","approximate","ocotepeque department, honduras",14.7266618,14.225257,-88.7145302,-89.3566444
"505","Honduras","Olancho Department",-34.1616666666667,"Olancho Department, Honduras",-85.7666645,14.8067406,"administrative_area_level_1","approximate","olancho department, honduras",15.5962796,14.045672,-84.9988813,-86.9914566
"506","Honduras","Santa Barbara Department",-36.1897435897436,"Santa Barbara Department, Honduras",-88.4016041,15.1202795,"administrative_area_level_1","approximate","santa bárbara department, honduras",15.5467446,14.6422492,-87.9925929,-88.7582413
"507","Honduras","Valle Department",-26.1153846153846,"Valle Department, Honduras",-87.5791287,13.5782936,"administrative_area_level_1","approximate","valle department, honduras",13.8516562,13.2483064,-87.34086,-87.8207035
"508","Honduras","Yoro Department",-40.7061538461538,"Yoro Department, Honduras",-87.1422895,15.2949679,"administrative_area_level_1","approximate","yoro department, honduras",15.7253929,14.8755754,-86.2265746,-87.9386634
"509","Hungary","Bacs-Kiskun",-6.99384615384615,"Bacs-Kiskun, Hungary",19.4272464,46.5661437,"administrative_area_level_1","approximate","bács-kiskun, hungary",47.134105,45.904761,20.159962,18.7327931
"510","Hungary","Baranya",-9.56923076923077,"Baranya, Hungary",18.2719173,46.0484585,"administrative_area_level_1","approximate","baranya, hungary",46.4172391,45.7370889,18.868302,17.624765
"511","Hungary","Bekes County",-12.3,"Bekes County, Hungary",21.0434996,46.6704899,"administrative_area_level_1","approximate","békés county, hungary",47.2323359,46.2427009,21.688961,20.407574
"512","Hungary","Borsod-Abauj-Zemplen",-3.32269230769231,"Borsod-Abauj-Zemplen, Hungary",20.6934112,48.2939401,"administrative_area_level_1","approximate","borsod-abaúj-zemplén, hungary",48.585234,47.64265,22.1293181,20.0518941
"513","Hungary","Budapest",-29.1723076923077,"Budapest, Hungary",19.040235,47.497912,"locality","approximate","budapest, hungary",47.6130119,47.349415,19.3345049,18.9261011
"514","Hungary","Csongrad",-14.04,"Csongrad, Hungary",20.1436061,46.7084264,"locality","approximate","csongrád, hungary",46.8063689,46.649019,20.221518,19.969219
"515","Hungary","Fejer",-8.14,"Fejer, Hungary",18.5294815,47.1217932,"administrative_area_level_1","approximate","fejér, hungary",47.5770459,46.687195,18.967485,18.0337199
"516","Hungary","Gyor-Moson-Sopron",-14.3219230769231,"Gyor-Moson-Sopron, Hungary",17.2505883,47.6509285,"administrative_area_level_1","approximate","gyor-moson-sopron, hungary",48.022446,47.272214,17.9364819,16.4215489
"517","Hungary","Hajdu-Bihar",-9.65538461538462,"Hajdu-Bihar, Hungary",21.5453227,47.4688355,"administrative_area_level_1","approximate","hajdú-bihar, hungary",47.964842,46.9412041,22.1297241,20.82321
"518","Hungary","Heves County",-11.0026923076923,"Heves County, Hungary",20.2038559,47.8057617,"administrative_area_level_1","approximate","heves county, hungary",48.153824,47.420419,20.771703,19.5709441
"519","Hungary","Jasz-Nagykun-Szolnok",-6.43653846153846,"Jasz-Nagykun-Szolnok, Hungary",20.5232456,47.2555579,"administrative_area_level_1","approximate","jász-nagykun-szolnok, hungary",47.682564,46.754459,21.0302649,19.651048
"520","Hungary","Komarom-Esztergom",-7.29576923076923,"Komarom-Esztergom, Hungary",18.1267006,47.7390852,"locality","approximate","komárom, hungary",47.756655,47.685791,18.2301799,18.016753
"521","Hungary","Nograd County",-10.3164102564103,"Nograd County, Hungary",19.5586448,47.9218427,"administrative_area_level_1","approximate","nógrád county, hungary",48.2500531,47.68776,20.0930689,18.9279129
"522","Hungary","Pest County",-3.51230769230769,"Pest County, Hungary",19.4618128,47.4480001,"administrative_area_level_1","approximate","pest county, hungary",48.0586599,46.944111,20.1127141,18.6884409
"523","Hungary","Somogy County",3.73576923076923,"Somogy County, Hungary",17.5866732,46.554859,"administrative_area_level_1","approximate","somogy county, hungary",46.9972831,45.848009,18.2128418,16.8751449
"524","Hungary","Szabolcs-Szatmar-Bereg",-9.69,"Szabolcs-Szatmar-Bereg, Hungary",22.00333,48.0394954,"administrative_area_level_1","approximate","szabolcs-szatmár-bereg, hungary",48.4256611,47.5916749,22.896544,21.0789789
"525","Hungary","Tolna County",-13.525,"Tolna County, Hungary",18.5570627,46.4762754,"administrative_area_level_1","approximate","tolna county, hungary",46.8600901,46.108186,19.0063161,18.001372
"526","Hungary","Vas County",-12.9719230769231,"Vas County, Hungary",16.6812183,47.0929111,"administrative_area_level_1","approximate","vas county, hungary",47.460547,46.7142618,17.295531,16.1133078
"527","Hungary","Veszprem",5.20961538461538,"Veszprem, Hungary",17.9093019,47.1028087,"locality","approximate","veszprém, hungary",47.205633,47.0459651,17.9937111,17.8207859
"528","Hungary","Zala County",-9.28653846153846,"Zala County, Hungary",16.9152252,46.7384404,"administrative_area_level_1","approximate","zala county, hungary",47.048693,46.290997,17.419071,16.361846
"529","India","Andaman and Nicobar Islands",-45.5461538461538,"Andaman and Nicobar Islands, India",92.6586401,11.7400867,"administrative_area_level_1","approximate","andaman and nicobar islands, india",13.677467,6.7534979,94.301506,92.199178
"530","India","Andhra Pradesh",-34.1907692307692,"Andhra Pradesh, India",79.7399875,15.9128998,"administrative_area_level_1","approximate","andhra pradesh, india",19.1656576,12.6237261,84.7646461,76.7606036
"531","India","Arunachal Pradesh",-23.9473076923077,"Arunachal Pradesh, India",94.7277528,28.2179994,"administrative_area_level_1","approximate","arunachal pradesh, india",29.382748,26.6508315,97.3953587,91.562308
"532","India","Assam",-30.4984615384615,"Assam, India",92.9375739,26.2006043,"administrative_area_level_1","approximate","assam, india",27.968216,24.1384989,96.0131609,89.6893887
"533","India","Bihar",-21.0261538461538,"Bihar, India",85.3131194,25.0960742,"administrative_area_level_1","approximate","bihar, india",27.5213199,24.286278,88.289752,83.3148651
"534","India","Chandigarh",-54.0430769230769,"Chandigarh, India",76.7794179,30.7333148,"locality","approximate","chandigarh, india",30.800142,30.6700209,76.8362439,76.690814
"535","India","Chhattisgarh",-34.0246153846154,"Chhattisgarh, India",81.8661442,21.2786567,"administrative_area_level_1","approximate","chhattisgarh, india",24.1187091,17.782531,84.395998,80.2439
"536","India","Dadra and Nagar Haveli",-33.3696153846154,"Dadra and Nagar Haveli, India",73.0169135,20.1808672,"administrative_area_level_1","approximate","dadra and nagar haveli, india",20.3625029,20.052287,73.2258921,72.921629
"537","India","Daman and Diu",-40.6488461538462,"Daman and Diu, India",72.8397317,20.428283,"administrative_area_level_1","approximate","daman and diu, india",20.743124,20.3669569,72.9067969,70.87076
"538","India","Delhi",-53.7353846153846,"Delhi, India",77.1024902,28.7040592,"administrative_area_level_1","approximate","delhi, india",28.881338,28.412593,77.3484578,76.838069
"539","India","Goa",-42.7184615384615,"Goa, India",74.123996,15.2993265,"administrative_area_level_1","approximate","goa, india",15.799917,14.8945089,74.3405329,73.684082
"540","India","Gujarat",-42.0784615384615,"Gujarat, India",71.1923805,22.258652,"administrative_area_level_1","approximate","gujarat, india",24.705709,20.127954,74.4764881,68.162834
"541","India","Haryana",-42.9646153846154,"Haryana, India",76.085601,29.0587757,"administrative_area_level_1","approximate","haryana, india",30.9128649,27.6529931,77.595448,74.457616
"542","India","Himachal Pradesh",-24.4784615384615,"Himachal Pradesh, India",77.1733901,31.1048294,"administrative_area_level_1","approximate","himachal pradesh, india",33.257958,30.382469,79.003309,75.5874709
"543","India","Jammu and Kashmir",149.794615384615,"Jammu and Kashmir, India",76.5761714,33.778175,"administrative_area_level_1","approximate","jammu and kashmir",35.5054274,32.2922694,79.3058506,73.750507
"544","India","Jharkhand",-33.4123076923077,"Jharkhand, India",85.2799354,23.6101808,"administrative_area_level_1","approximate","jharkhand, india",25.328823,21.9729309,87.947529,83.323828
"545","India","Karnataka",-38.6615384615385,"Karnataka, India",75.7138884,15.3172775,"administrative_area_level_1","approximate","karnataka, india",18.4411689,11.593352,78.5881402,74.0496061
"546","India","Kerala",-29.0184615384615,"Kerala, India",76.2710833,10.8505159,"administrative_area_level_1","approximate","kerala, india",12.7883001,8.2929599,77.3956369,74.861
"547","India","Lakshadweep",3.41153846153846,"Lakshadweep, India",72.7846336,10.3280265,"administrative_area_level_1","approximate","lakshadweep, india",12.393926,8.262127,73.684845,71.8844221
