"","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Country","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Entity","Entity2","TL","Median_Age","Population.density","GDP.capita","Government.efficiency","CaseLog","Gini","Underreporting","Authoritarian","Continent","Days","X.Intercept.","log_day","Ztests_per_mil","TL_c","TL_l","TL_h","TL_2","Government.efficiency_c","Government.efficiency_l","Government.efficiency_h","Government.efficiency_2","ZGDP.capita","ZGini","ZMedian_Age","ZUnderreporting","Zlog_PopDensity","Authoritarianism","Europe","Africa","Asia","SouthA","NorthA","Mortality.Likelihood","Total_Cases","Total_Deaths","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"88","NE","Niger","","","2020-04-26",-28,-18,-27,-37,7,12,-20.6,2020-04-26,"Niger","",NA,"None","","No",2020-03-21,2020-03-25,709,31,NA,0,NA,8,4,NA,NA,NA,NA,NA,32.2295081967213,30.03125,34.6551724137931,4.6239224137931,11.655737704918,12.875,10.3103448275862,-2.56465517241379,"NER","GDP per capita, PPP (constant 2011 international $)",943.599333,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.474999994,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.7,"Population ages 15-64 (% of total population)",47.42066751,"Population ages 65 and above (% of total population)",2.595007883,6.84970164066595,"Niger","Hospital beds (per 1,000 people)",0.3,2017,48.43,119,"NER",-0.5802284,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",12525094,1267000,9.9,0,-0.67,121.69,800,17.6,1.9,3.54,0.01,96.45,1,50.73,20.91,0.39,0.17,0.44,5,"24/04/2012",NA,NA,NA,NA,NA,NA,NA,"Niger","Niger",NA,NA,19,405.095,NA,NA,NA,NA,NA,"Africa",15,-4.314420242,1.788461457,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.766954023,NA,NA,NA,-0.983458846,0,0,1,0,0,0,0.054347826,184,10,2.47503132511421e-06,5.66063615969669e-05,-12.9092575054119,NA,NA
"89","NG","Nigeria","","","2020-04-26",-56,-48,-43,-54,-13,22,-42.8,2020-04-26,"Nigeria","",2020-03-25,"Full","https://uk.reuters.com/article/uk-health-coronavirus-nigeria-security/nigerian-army-prepares-for-coronavirus-lockdown-mass-burials-idUKKBN21C2BL","Yes",2020-02-28,2020-03-24,1532,44,0,4,63,30,5,7.773735077,5.709494031,2.365548607,6.641273451,6,39.5081967213115,38.5,40.6206896551724,2.12068965517241,20.983606557377,15.21875,27.3448275862069,12.1260775862069,"NGA","GDP per capita, PPP (constant 2011 international $)",5315.823181,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.095999718,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.7,"Population ages 15-64 (% of total population)",53.38598302,"Population ages 65 and above (% of total population)",2.747377005,8.57844315761705,"Nigeria","Hospital beds (per 1,000 people)",NA,2017,53.96,120,"NGA",-0.8809231,"NGA",-0.20041943,0.3859835,-0.37476322,0.17650473,-0.14435506,-0.057804402,"SUB-SAHARAN AFRICA                 ",131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,1.5,40.43,16.94,0.269,0.487,0.244,7,"31/10/2015",77,20,46,54,16,NA,80,"Nigeria","Nigeria",1.199983228,18.4,223,2222.01,3.020569217,NA,43,72.25,NA,"Africa",26,-7.508983532,2.089320306,NA,0.94048564,2.108341573,-0.227370294,0.884513238,-0.612784978,0.182924858,-1.408494814,0.375505429,-0.678352352,0.73050326,-1.135247926,1.229687043,0.615123956,0,0,1,0,0,0,0.022321429,224,5,3.33687924784254e-07,1.16184068356699e-05,-14.9130596376866,0,NA
"90","NI","Nicaragua","","","2020-04-26",-36,-22,-27,-35,-13,9,-26.6,2020-04-26,"Nicaragua","",NA,"None","","No",2020-03-19,2020-03-28,13,3,0,0,NA,10,1,NA,NA,NA,NA,NA,31.4918032786885,31,32.0344827586207,1.03448275862069,72.5081967213115,74.4375,70.3793103448276,-4.05818965517241,"NIC","GDP per capita, PPP (constant 2011 international $)",4910.050643,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.836999893,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.9,"Population ages 15-64 (% of total population)",64.55082135,"Population ages 65 and above (% of total population)",5.247497448,8.49903953499199,"Nicaragua","Hospital beds (per 1,000 people)",0.9,2017,72.44,121,"NIC",-1.039721,"NIC",-0.61252034,-0.54722732,-0.41596606,-0.3882536,-0.17819156,0.022988806,"LATIN AMER. & CARIB    ",5570129,129494,43,0.7,-1.22,29.11,2300,67.5,39.7,15.94,1.94,82.12,2,24.51,4.45,0.165,0.275,0.56,6,"01/07/2005",NA,NA,NA,NA,NA,NA,NA,"Nicaragua","Nicaragua",NA,NA,51,1919.17,2.800580399,NA,NA,NA,NA,"South America",17,-2.39254396,0.677810458,NA,NA,NA,NA,NA,-0.832773796,-0.03706396,-1.628483632,0.693512195,-0.693120313,NA,NA,NA,-0.351207738,0,0,0,0,1,0,NA,NA,NA,5.3858716737081e-07,2.33387772527351e-06,-14.4343164827517,0,NA
"91","NL","Netherlands","","","2020-04-26",-43,-6,62,-46,-19,7,-10.4,2020-04-26,"Netherlands","",2020-03-24,"Full","https://www.ukrant.nl/why-the-netherlands-is-not-on-lockdown-yet/?lang=en","Yes",2020-02-28,2020-03-07,38416,4566,58,5,62,30,22,8.874086565,7.289246694,2.278541226,8.049826188,6,21.9467213114754,21.8515625,22.051724137931,0.200161637931036,78.766393442623,79.7109375,77.7241379310345,-1.98679956896552,"NLD","GDP per capita, PPP (constant 2011 international $)",49787.07275,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.196000099,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,"Population ages 15-64 (% of total population)",64.69564866,"Population ages 65 and above (% of total population)",19.19619263,10.8155106459818,"Netherlands","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"NLD",1.816361,"NLD",0.95170778,0.18932624,-0.14840142,0.41444093,-0.19006243,0.29805693,"WESTERN EUROPE                     ",16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736,10,"01/07/2011",38,80,14,53,44,NA,20,"Netherlands","Netherlands",-1.070535119,42.6,409,52367.85,4.944898864,2.06653,28.6,5.9,NA,"Europe",37,-3.562240951,3.022862099,-0.773723314,-1.330032707,-0.162176774,-2.497888641,1.768987003,1.311544669,2.107254505,0.515834833,1.720149419,1.767004309,-1.134870851,0.594729323,-0.981177235,1.015122114,0,1,0,0,0,0,0.098930032,17851,1766,0.000276870557435754,0.00232944794885062,-8.19196046267237,3.51697160124261e-06,-12.5579102792157
"92","NO","Norway","","","2020-04-26",-43,NA,48,-37,-19,4,-12.75,2020-04-26,"Norway","",2020-03-12,"Full","https://www.thelocal.no/20200324/norway-extends-coronavirus-lockdown-until-after-easter","Yes",2020-02-27,2020-03-13,7605,195,3,17,50,31,16,9.326108374,8.125494071,1.86023622,7.862587763,5,-2.83606557377049,-2.3125,-3.41379310344828,-1.10129310344828,86.7540983606557,86.40625,87.1379310344828,0.731681034482762,"NOR","GDP per capita, PPP (constant 2011 international $)",65389.17698,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.345999956,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.3,"Population ages 15-64 (% of total population)",65.40173947,"Population ages 65 and above (% of total population)",17.04922216,11.0881120341479,"Norway","Hospital beds (per 1,000 people)",3.9,NA,NA,NA,"NOR",1.965631,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564,10,"01/07/2011",31,69,8,50,20,NA,31,"Norway","Norway",NA,39.2,17,77975.43,5.096433424,2.13517,26.8,100,NA,"Europe",38,-2.515277992,2.610274324,-0.124372493,NA,NA,NA,NA,1.463079229,2.258789065,0.667369393,2.14060083,3.015755278,-1.368042614,0.351674668,2.154351455,-1.053174707,0,1,0,0,0,0,0.012484614,5687,71,4.22918266165237e-05,0.00164938123804443,-10.0709167147779,6.50643486408058e-07,-14.2453039846735
"93","NP","Nepal","","","2020-04-26",-75,-62,-51,-69,-63,24,-64,2020-04-26,"Nepal","",2020-03-24,"Full","https://edition.cnn.com/travel/article/nepal-trekkers-stranded-coronavirus-scli-intl/index.html","Yes",2020-01-25,NA,54,0,0,5,62,64,NA,NA,NA,NA,NA,NA,21.1147540983607,19.15625,23.2758620689655,4.11961206896552,53.8852459016393,56.5,51,-5.5,"NPL","GDP per capita, PPP (constant 2011 international $)",2741.436372,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.406999946,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25,"Population ages 15-64 (% of total population)",63.8580639,"Population ages 65 and above (% of total population)",5.727670776,7.91623728538272,"Nepal","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"NPL",-0.4780528,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",28287147,147181,192.2,0,0,66.98,1400,45.2,15.9,21.68,0.64,77.68,NA,30.98,9.31,0.38,0.21,0.41,7,"10/10/2016",NA,NA,NA,NA,NA,NA,NA,"Nepal","Nepal",NA,NA,198,1047.74,3.04307165,NA,NA,NA,NA,"Asia",58,-4.049632113,0.30942958,NA,NA,NA,NA,NA,-0.590282545,0.205427291,-1.385992381,0.348433483,-0.735615506,NA,NA,NA,0.536818906,0,0,0,1,0,0,NA,NA,NA,0,1.90899421564147e-06,NA,0,NA
"94","NZ","New Zealand","","","2020-04-26",-88,-37,-69,-82,-49,20,-65,2020-04-26,"New Zealand","",2020-03-25,"Full","https://www.bbc.co.uk/news/av/world-52001578/coronavirus-new-zealand-announces-lockdown","Yes",2020-02-28,2020-03-29,1126,19,0,4,63,30,0,8.729064039,7.365883807,1.791563275,7.453947368,6,18.9016393442623,19.5625,18.1724137931034,-1.39008620689655,80.4918032786885,83.8125,76.8275862068966,-6.98491379310344,"NZL","GDP per capita, PPP (constant 2011 international $)",36351.57473,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.068999767,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.6,"Population ages 15-64 (% of total population)",64.69414402,"Population ages 65 and above (% of total population)",15.65242453,10.5009928033438,"New Zealand","Hospital beds (per 1,000 people)",2.8,NA,NA,NA,"NZL",1.876294,NA,NA,NA,NA,NA,NA,NA,"OCEANIA                            ",4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684,10,"01/07/2013",22,79,58,49,30,NA,21,"New Zealand","New Zealand",NA,37.9,18,40634.14,5.228212773,1.3514,36.2,NA,NA,"Asia",28,-4.335674236,2.677476959,NA,NA,NA,NA,NA,1.594858578,2.390568414,0.799148742,2.543573884,1.194811163,-0.150367848,0.258742006,NA,-1.017399038,0,0,0,1,0,0,0.001097695,911,1,4.66127267463826e-06,0.00027624173850751,-12.2762220409679,0,NA
"95","OM","Oman","","","2020-04-26",-58,-42,-44,-69,-44,21,-51.4,2020-04-26,"Oman","",2020-03-29,"Partial","https://www.omanobserver.om/oman-to-suspend-all-domestic-and-international-flights-from-sunday612586-2/","Yes",2020-02-25,2020-04-01,2131,10,0,0,67,33,-3,NA,NA,NA,NA,NA,29.016393442623,26.875,31.3793103448276,4.50431034482759,40.3606557377049,41.53125,39.0689655172414,-2.46228448275862,"OMN","GDP per capita, PPP (constant 2011 international $)",37143.30921,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.671000004,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.5,"Population ages 15-64 (% of total population)",75.36070706,"Population ages 65 and above (% of total population)",2.392786956,10.5225389319067,"Oman","Hospital beds (per 1,000 people)",1.6,NA,NA,NA,"OMN",0.4648626,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",3102229,212460,14.6,0.98,0.28,19.51,13100,75.8,85.5,0,0.14,99.74,1,36.24,3.81,0.027,0.39,0.583,-8,"01/07/2003",NA,NA,NA,NA,NA,NA,NA,"Oman","Oman",NA,25.6,16,17791.03,4.173837,0.8836,NA,NA,1,"Asia",34,-2.044932558,1.491584935,NA,NA,NA,NA,NA,0.540482805,1.336192641,-0.255227031,0.292121663,0.080869285,NA,-0.620543951,NA,-1.090995782,1,0,0,1,0,0,0.006711409,298,2,3.22348865928337e-06,0.000686925433293287,-12.6450463503395,0,NA
"96","PA","Panama","","","2020-04-26",-95,-95,-86,-90,-72,35,-87.6,2020-04-26,"Panama","",2020-03-25,"Full","https://news.yahoo.com/panama-orders-lockdown-paraguay-closes-borders-072748034.html","Yes",2020-03-10,2020-03-11,6200,176,1,4,63,19,18,NA,NA,NA,NA,NA,32.0819672131148,31.25,33,1.75,72.0327868852459,73.78125,70.1034482758621,-3.67780172413794,"PAN","GDP per capita, PPP (constant 2011 international $)",22674.39904,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.90199995,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.6,"Population ages 15-64 (% of total population)",64.8329646,"Population ages 65 and above (% of total population)",8.10473108,10.0289917714348,"Panama","Hospital beds (per 1,000 people)",2.3,2017,39.08,128,"PAN",-0.0592212,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",3191319,78200,40.8,3.18,-0.91,20.47,6300,92.6,137.9,7.36,1.98,90.66,2,21.74,5.36,0.068,0.156,0.776,9,"01/07/2010",95,11,44,86,NA,NA,89,"Pama","Panama",NA,29.2,57,16245.45,3.602270628,1.62761,50.4,17,NA,"North America",26,-0.454400112,2.224368161,-1.041758878,NA,NA,NA,NA,-0.031083567,0.764626269,-0.826793403,0.000966188,0.005499238,1.689098289,-0.363191964,-0.61131147,-0.278951802,0,0,0,0,0,1,0.024297646,1317,32,5.5149610552878e-05,0.00194277037174911,-9.80546087388756,3.13350059959534e-07,-14.9759448689257
"97","PE","Peru","","","2020-04-26",-95,-96,-90,-93,-74,34,-89.6,2020-04-26,"Peru","",2020-03-10,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Peru","Yes",2020-03-07,2020-03-20,31190,854,0,19,48,22,9,8.390756303,5.896258503,2.954773869,6.577348066,6,34.2950819672131,34.5625,34,-0.5625,74.7540983606557,72.5,77.2413793103448,4.74137931034483,"PER","GDP per capita, PPP (constant 2011 international $)",12793.49487,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.309999943,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.3,"Population ages 15-64 (% of total population)",66.12100436,"Population ages 65 and above (% of total population)",8.088392792,9.45669210744232,"Peru","Hospital beds (per 1,000 people)",1.5,2017,21.05,129,"PER",-0.5170875,"PER",-0.10892991,0.15494472,-0.086826205,0.029011851,-0.13272074,-0.096918501,"LATIN AMER. & CARIB    ",28302603,1285220,22,0.19,-1.05,31.94,5100,90.9,79.5,2.89,0.4,96.71,1.5,20.48,6.23,0.08,0.27,0.65,9,"31/07/2012",64,16,42,87,NA,NA,84,"Peru","Peru",-1.051575327,28,26,7046.79,2.80518837,1.1605,43.8,16,NA,"South America",28,-3.902878045,2.245652967,NA,-1.311072915,-0.143216982,-2.478928849,1.718912189,-0.828165825,-0.032455989,-1.623875661,0.685858634,-0.443072458,0.834135155,-0.44897596,-0.64463271,-0.784883034,0,0,0,0,1,0,0.041809851,1746,73,3.01739030858752e-05,0.00110201877897945,-10.4085331433937,0,NA
"98","PG","Papua New Guinea","","","2020-04-26",-13,9,-10,-35,17,NA,-6.4,2020-04-26,"Papua New Guinea","",NA,"None","","No",2020-03-21,NA,8,0,NA,0,NA,8,NA,NA,NA,NA,NA,NA,21.2459016393443,21.75,20.6896551724138,-1.06034482758621,92.7049180327869,91.6875,93.8275862068966,2.14008620689656,"PNG","GDP per capita, PPP (constant 2011 international $)",3847.65237,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.459000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",36.1,"Population ages 15-64 (% of total population)",60.73879635,"Population ages 65 and above (% of total population)",3.445269251,8.25521846726806,"Papua New Guinea","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"PNG",-0.7658504,NA,NA,NA,NA,NA,NA,NA,"OCEANIA                            ",5670544,462840,12.3,1.11,0,51.45,2200,64.6,10.9,0.46,1.44,98.1,2,29.36,7.25,0.353,0.381,0.266,5,"01/07/2000",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Papua New Guinea",NA,NA,19,2742.27,NA,NA,NA,NA,NA,"Asia",15,-2.191321297,-3.74e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.652981927,NA,NA,NA,-0.983458846,0,0,0,1,0,0,NA,NA,NA,0,1.41079938714875e-06,NA,NA,NA
"99","PH","Philippines","","","2020-04-26",-84,-69,-63,-85,-53,27,-70.8,2020-04-26,"Philippines","",2020-03-16,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Philippines","Yes",2020-01-30,2020-02-02,7958,530,17,13,54,59,56,8.005852843,7.279166667,1.749791493,6.751252087,6,27.2950819672131,26.78125,27.8620689655172,1.08081896551724,78.9180327868852,78.9375,78.8965517241379,-0.0409482758620641,"PHL","GDP per capita, PPP (constant 2011 international $)",7942.509857,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.150000095,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.2,"Population ages 15-64 (% of total population)",63.91439103,"Population ages 65 and above (% of total population)",5.122568768,8.97998460718791,"Philippines","Hospital beds (per 1,000 people)",NA,2017,39.01,130,"PHL",-0.4776694,"PHL",0.099112764,0.29464763,0.21247929,-0.15014693,0.38086686,0.35706308,"ASIA (EX. NEAR EAST)         ",89468677,300000,298.2,12.1,-1.5,23.51,4600,92.6,38.4,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53,8,"17/09/2017",94,32,64,44,19,NA,68,"Philippines","Philippines",NA,23.5,320,3294.47,3.384768242,0.7472,40.1,7.4,NA,"Asia",62,-10.59871785,2.113640067,2.227334328,NA,NA,NA,NA,-0.248585953,0.547123883,-1.044295789,0.061794976,-0.626053952,0.354837641,-0.770665944,-0.931195375,0.853196283,0,0,0,1,0,0,NA,NA,NA,5.92386092844538e-06,8.8947330695412e-05,-12.0365221377888,1.90010633553908e-07,-15.4761858002788
"100","PK","Pakistan","","","2020-04-26",-63,-48,-42,-57,-26,17,-47.2,2020-04-26,"Pakistan","",2020-03-26,"Full","https://sourcingjournal.com/topics/sourcing/pakistan-coronavirus-lockdown-garment-factories-closed-synergies-worldwide-levis-202444/","Yes",2020-02-27,2020-03-20,14885,327,0,3,64,31,9,7.803333333,6.519166667,2.264166667,7.434782609,6,18.3934426229508,16.4375,20.551724137931,4.11422413793104,42.3114754098361,39.5625,45.3448275862069,5.7823275862069,"PAK","GDP per capita, PPP (constant 2011 international $)",4939.780017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.453000069,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",34.9,"Population ages 15-64 (% of total population)",60.41741109,"Population ages 65 and above (% of total population)",4.312774311,8.50507607821877,"Pakistan","Hospital beds (per 1,000 people)",0.6,NA,NA,NA,"PAK",-0.6730217,"PAK",-0.083107993,0.019619443,-0.022444665,0.15996569,-0.27611402,-0.10337088,"ASIA (EX. NEAR EAST)         ",165803560,803940,206.2,0.13,-2.77,72.44,2100,45.7,31.8,27.87,0.87,71.26,1,29.74,8.23,0.216,0.251,0.533,7,"08/01/2013",55,14,50,70,NA,NA,86,"Pakistan","Pakistan",NA,23.8,250,1388.24,3.054124701,0.62003,30.7,37,NA,"Asia",33,-8.051019339,2.717655071,0.461778032,NA,NA,NA,NA,-0.579229494,0.216480342,-1.37493933,0.335506807,-0.719011059,-0.862837126,-0.749219945,0.055113331,0.690428686,0,0,0,1,0,0,0.01471069,3059,45,1.97221338311433e-06,8.97749119500209e-05,-13.1363541011903,0,NA
"101","PL","Poland","","","2020-04-26",-54,73,10,-53,-14,7,-7.6,2020-04-26,"Poland","",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Poland","Yes",2020-03-04,2020-03-13,12218,596,5,17,50,25,16,8.678074866,5.925356751,2.274891775,8.419247788,6,6.57377049180328,5.09375,8.20689655172414,3.11314655172414,73.344262295082,75.34375,71.1379310344828,-4.20581896551724,"POL","GDP per capita, PPP (constant 2011 international $)",28785.54142,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.473999977,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5,"Population ages 15-64 (% of total population)",67.42990642,"Population ages 65 and above (% of total population)",17.51781676,10.267628506035,"Poland","Hospital beds (per 1,000 people)",6.5,2017,34.76,132,"POL",0.4278919,"POL",0.071672253,-0.073570997,-0.163956,0.29652911,-0.37012252,-0.14705054,"EASTERN EUROPE                     ",38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64,10,"01/07/2011",68,60,64,93,NA,NA,40,"Poland","Poland",-0.770896641,40.7,121,14901.55,3.199944642,1.26105,32.1,30,NA,"Europe",30,-4.25049316,2.548831072,-0.299033576,-1.030394229,0.137461704,-2.198250163,1.061712268,-0.433409553,0.362300283,-1.229119389,0.187843841,-0.060035906,-0.68148131,0.458904663,-0.178135349,0.213065367,0,1,0,0,0,0,0.022915651,4102,94,1.54657089552345e-05,0.000317047033582308,-11.0768853103151,1.29745880496934e-07,-15.8576880649464
"102","PT","Portugal","","","2020-04-26",-77,-50,-69,-74,-45,19,-63,2020-04-26,"Portugal","",2020-03-18,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Portugal","Yes",2020-03-03,2020-03-18,24322,948,2,11,56,26,11,NA,NA,NA,NA,NA,17.6065573770492,16.625,18.6896551724138,2.06465517241379,79.3114754098361,83.4375,74.7586206896552,-8.67887931034483,"PRT","GDP per capita, PPP (constant 2011 international $)",28999.37309,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.334000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.2,"Population ages 15-64 (% of total population)",64.58823464,"Population ages 65 and above (% of total population)",21.95385754,10.2750294911487,"Portugal","Hospital beds (per 1,000 people)",3.4,2017,52,134,"PRT",1.140912,"PRT",-0.31163776,-0.79243463,0.18640624,-0.37548226,0.049267769,0.082586966,"WESTERN EUROPE                     ",10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673,10,"01/07/2011",63,27,31,104,NA,NA,73,"Portugal","Portugal",0.295052743,42.2,111,23030.79,3.228849265,2.0539,35.6,18,NA,"Europe",33,-3.875011923,2.892103853,NA,0.035555155,1.203411088,-1.132300779,0.001264169,-0.40450493,0.391204906,-1.200214766,0.163624238,0.336385636,-0.228091769,0.566134658,-0.57799023,0.156476312,0,1,0,0,0,0,0.02615712,11278,295,8.93844635093585e-05,0.00229325835598588,-9.32256367713617,1.88574817530292e-07,-15.4837709988312
"103","PY","Paraguay","","","2020-04-26",-64,-47,-68,-73,-19,21,-54.2,2020-04-26,"Paraguay","",2020-03-15,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Paraguay","Yes",2020-03-08,2020-03-21,239,9,0,14,53,21,8,NA,NA,NA,NA,NA,37.9672131147541,37.46875,38.5172413793103,1.04849137931034,47.8852459016393,53.84375,41.3103448275862,-12.5334051724138,"PRY","GDP per capita, PPP (constant 2011 international $)",12067.53627,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.809000015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.7,"Population ages 15-64 (% of total population)",64.12927939,"Population ages 65 and above (% of total population)",6.430215009,9.39827417312367,"Paraguay","Hospital beds (per 1,000 people)",NA,2017,45.8,135,"PRY",-0.5411182,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",6506464,406750,16,0,-0.08,25.63,4700,94,49.2,7.6,0.23,92.17,2,29.1,4.49,0.224,0.207,0.569,9,"01/07/2002",NA,NA,NA,NA,NA,NA,NA,"Paraguay","Paraguay",NA,28.2,18,5692.18,2.933365933,0.7552,47.9,NA,NA,"South America",24,-1.91593069,1.337442386,NA,NA,NA,NA,NA,-0.699988262,0.095721574,-1.495698098,0.489983567,-0.509129874,1.365248617,-0.434678627,NA,-1.017399038,0,0,0,0,1,0,0.044247788,113,5,1.38323980583002e-06,3.67327015103749e-05,-13.4910821249188,0,NA
"104","QA","Qatar","","","2020-04-26",-54,-30,-41,-57,-38,27,-44,2020-04-26,"Qatar","",2020-03-11,"Full","https://www.theguardian.com/global-development/2020/mar/20/covid-19-lockdown-turns-qatars-largest-migrant-camp-into-virtual-prison","Yes",2020-03-01,2020-03-29,11921,10,0,18,49,28,0,8.346043851,NA,1.256410256,6.776148583,6,24.2131147540984,22.0625,26.5862068965517,4.52370689655172,52.7213114754098,53.09375,52.3103448275862,-0.783405172413794,"QAT","GDP per capita, PPP (constant 2011 international $)",112599.9725,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.090999998,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,"Population ages 15-64 (% of total population)",85.08916548,"Population ages 65 and above (% of total population)",1.370070339,11.6315967504603,"Qatar","Hospital beds (per 1,000 people)",1.2,NA,NA,NA,"QAT",0.7346737,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",885359,11437,77.4,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197,-10,NA,NA,NA,NA,NA,NA,NA,NA,"Qatar","Qatar",2.019690819,33.2,249,69687.55,5.662815046,2.0668,41.1,100,1,"Asia",31,11.69230891,2.165743129,-13.04505879,1.760193231,2.928049164,0.592337297,3.098280209,2.029460851,2.825170687,1.233751015,4.118711346,2.611597674,0.484377509,-0.077245311,2.154351455,0.68778721,1,0,0,1,0,0,0.002493766,1604,4,1.12948532742085e-05,0.013464594588184,-11.3911633984599,0,NA
