Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Guizhou,China,26.8154,106.8748,96,100,98,99,90,95,37,82,91,100,62,2,66,100,100,99,100,98,96,98,84,81,99,100,99,93,90,84,49,35,94,97,99,99,88,91,92,95,99,92,86,94,88,73,40,99,95,74,84,50,77,99,99,99,75,95,85,100,100,75,69,98,100,97,90,99,94,56,65,93,99,79,90,89,96,100,97,87,63,20,61,64,85,38,43,35,82,98,100,59,44,62,97,100,100,95,95,89,80,35,96,88,67
Hainan,China,19.1959,109.7453,92,71,75,96,54,40,42,34,38,51,30,84,72,48,15,19,38,76,79,75,67,44,48,63,48,89,97,97,90,40,30,41,18,12,28,77,37,36,91,89,89,62,16,10,10,10,81,99,88,81,64,55,50,37,51,20,38,57,86,51,13,21,15,45,99,78,21,25,5,69,76,18,12,55,94,80,86,26,56,89,92,8,9,15,28,19,18,18,48,31,38,32,26,46,59,64,75,97,90,82,67,64,94
Hebei,China,39.549,116.1306,1,80,7,11,83,83,98,28,57,12,85,35,0,9,28,73,64,43,1,1,52,5,25,42,11,56,100,98,36,0,0,37,77,5,25,63,84,27,23,2,0,1,2,7,97,10,16,0,30,2,49,79,0,0,84,61,35,94,28,53,20,33,14,2,8,69,23,63,84,34,12,51,40,12,2,61,0,28,0,33,42,0,10,46,40,95,21,15,20,57,90,87,7,0,0,50,41,88,38,93,70,0,0
Heilongjiang,China,47.861999999999995,127.7615,25,63,59,28,99,100,71,8,26,95,89,66,81,31,54,72,88,92,94,91,86,57,84,6,16,87,30,7,0,0,32,85,98,64,81,63,100,59,25,98,61,69,99,100,10,8,3,0,87,48,53,92,77,75,93,10,0,52,100,99,99,94,87,83,59,70,94,100,17,68,38,96,59,86,62,51,90,99,50,63,81,19,15,14,78,65,54,16,16,77,80,0,27,84,14,15,61,88,100,25,27,1,3
Henan,China,33.882,113.61399999999999,28,90,68,32,100,100,96,89,96,93,84,66,63,28,87,76,28,68,48,66,73,57,75,100,99,100,68,7,2,0,21,94,88,55,3,70,100,57,70,28,56,23,1,5,71,95,31,1,39,73,66,48,3,26,91,34,98,100,62,0,20,91,75,13,9,53,13,85,96,27,56,93,71,0,42,99,79,13,13,2,62,70,17,22,88,68,100,74,100,53,90,63,94,67,70,90,42,54,37,22,100,39,0
Hong Kong,China,22.3,114.2,65,63,38,88,88,76,48,21,83,59,24,60,59,42,76,63,86,68,83,68,94,83,69,73,96,82,50,71,10,0,0,38,72,55,88,94,93,84,28,67,62,97,31,52,70,94,94,30,0,23,0,2,0,44,70,27,2,47,96,41,4,56,77,71,91,90,47,63,95,64,88,97,60,64,43,83,90,73,86,92,100,53,5,52,67,62,9,59,86,99,96,96,89,94,95,96,99,93,74,32,39,84,16
Hubei,China,30.9756,112.2707,98,53,98,82,100,100,74,90,99,96,36,30,85,69,99,54,10,50,16,54,90,93,97,100,100,83,65,49,20,0,54,79,88,56,3,16,98,21,33,20,94,74,37,45,82,97,46,28,63,41,32,73,7,62,73,60,75,99,99,40,11,71,80,49,24,61,34,85,94,36,80,62,84,24,17,91,73,6,55,0,74,89,79,80,72,83,100,98,97,63,89,49,91,66,82,92,80,62,66,17,96,91,3
Hunan,China,27.6104,111.7088,90,98,100,91,78,75,56,56,98,99,81,7,83,98,99,95,55,96,30,94,99,99,99,99,100,90,62,11,0,0,39,86,95,91,22,60,100,88,99,49,86,90,54,85,77,100,37,5,50,68,15,96,77,57,59,54,84,100,98,100,56,72,99,98,88,93,98,95,97,32,68,93,99,36,37,98,99,38,25,9,59,61,92,90,91,59,93,96,99,98,65,40,99,99,97,99,84,55,51,11,59,96,24
Inner Mongolia,China,44.0935,113.9448,9,2,0,0,51,33,0,4,20,12,76,30,6,34,18,43,52,76,51,14,36,32,0,4,6,0,56,100,88,24,2,38,50,50,0,38,32,8,6,27,32,55,51,72,100,90,14,0,75,42,65,68,2,33,83,78,11,52,38,100,52,99,53,16,47,42,39,97,53,1,60,36,10,34,18,12,10,69,18,68,67,8,7,80,80,17,0,0,0,68,18,0,0,0,0,0,32,3,36,33,3,0,0
Jiangsu,China,32.9711,119.455,15,97,100,83,99,100,100,71,99,99,100,37,94,55,79,98,79,78,48,51,48,99,99,98,100,100,67,54,25,1,0,31,46,67,20,49,91,99,88,14,32,95,18,55,82,100,39,0,12,95,21,70,2,7,92,72,55,46,100,98,100,65,60,54,4,56,30,28,100,57,35,87,93,28,8,87,80,40,48,0,49,82,57,22,86,100,98,78,99,91,98,66,53,61,62,44,77,37,49,15,73,97,28
Jiangxi,China,27.614,115.7221,51,98,97,98,45,3,45,7,52,96,97,45,53,92,100,100,78,94,71,42,88,87,98,100,100,100,87,78,19,0,4,23,100,98,95,56,97,92,85,74,53,79,71,75,73,97,46,0,0,70,15,87,56,17,69,30,53,98,100,91,75,56,98,100,88,92,97,88,99,52,50,99,97,36,7,95,99,91,64,5,59,67,83,74,78,74,91,94,93,99,89,37,99,100,87,97,78,34,38,12,37,100,28
Jilin,China,43.6661,126.1923,2,16,26,85,8,94,97,97,56,33,91,81,85,9,7,33,7,69,96,89,23,65,50,1,6,0,26,100,100,89,21,69,67,31,56,89,28,82,43,56,35,27,56,100,99,100,100,78,14,22,24,100,94,56,40,85,57,5,79,39,90,86,87,99,20,45,91,98,100,70,30,60,1,37,75,13,82,68,90,63,38,39,27,17,83,88,45,0,0,3,90,3,11,43,4,1,28,53,86,62,2,26,4
Liaoning,China,41.2956,122.6085,0,0,0,1,34,99,98,63,14,15,39,44,23,0,2,4,71,43,27,1,9,68,31,0,0,3,93,100,100,40,3,3,90,7,22,0,4,57,0,17,0,0,16,39,99,100,68,22,9,50,45,99,10,27,57,79,0,32,75,66,64,11,93,56,1,38,97,79,100,32,11,64,5,39,13,17,4,70,62,60,49,10,2,44,69,90,15,0,0,20,71,9,0,2,0,0,6,2,4,25,15,7,0
Macau,China,22.1667,113.55,44,46,33,56,54,55,30,22,56,54,44,45,49,34,45,52,48,46,60,56,62,62,44,46,68,68,46,42,12,8,0,27,57,53,67,68,66,60,51,55,51,74,48,56,61,75,67,21,0,19,6,5,0,39,54,36,21,28,65,28,15,45,57,59,61,61,56,62,71,51,56,73,61,53,37,60,66,45,60,65,67,51,22,43,53,54,31,47,67,66,71,66,67,74,66,77,74,67,60,22,24,61,22
Ningxia,China,37.2692,106.1655,43,76,76,84,88,99,65,83,94,98,27,72,14,53,99,33,21,69,17,60,44,31,84,94,36,20,73,0,0,0,17,93,15,0,61,48,11,17,24,14,10,31,0,44,75,0,0,0,52,22,90,34,8,33,53,0,44,98,6,71,64,94,41,0,31,44,1,69,66,0,32,73,51,7,91,69,0,8,7,45,79,5,36,56,43,94,56,82,76,99,99,99,97,73,66,74,56,93,52,54,60,0,27
Qinghai,China,35.7452,95.9956,36,93,51,75,100,63,79,77,92,83,11,82,39,74,79,49,92,100,97,95,56,67,93,72,20,71,75,40,8,67,95,66,35,1,14,93,47,84,99,98,7,7,31,55,26,73,37,80,74,86,68,3,22,61,33,30,68,59,0,55,51,96,70,17,60,32,56,98,91,64,97,42,52,66,92,89,87,39,35,94,37,28,11,48,78,75,64,91,81,92,38,40,100,100,85,77,92,50,38,50,98,33,66
Shaanxi,China,35.1917,108.8701,19,0,76,79,99,97,77,83,98,98,33,54,22,44,100,81,38,73,61,79,52,62,88,100,98,99,94,24,0,0,59,99,90,13,21,37,100,38,84,35,55,64,0,26,79,35,13,3,87,53,100,12,2,24,36,11,40,100,51,22,45,86,91,0,33,36,24,52,91,13,47,62,78,11,83,100,26,19,3,16,96,61,5,18,17,93,96,80,93,54,87,82,86,98,88,88,39,96,23,27,77,18,6
Shandong,China,36.3427,118.1498,48,21,50,83,99,100,99,35,67,79,87,21,64,10,49,99,55,55,15,35,73,62,57,98,92,100,83,79,81,0,0,53,84,2,38,42,95,80,20,2,2,76,30,6,92,98,9,0,22,93,39,70,10,0,85,90,1,75,88,17,76,60,69,13,0,63,28,57,100,39,0,31,69,10,6,97,14,0,0,2,54,37,19,36,81,90,79,79,74,68,92,65,93,2,9,52,67,28,83,91,95,71,0
Shanghai,China,31.201999999999998,121.4491,11,94,99,100,98,48,75,77,98,98,100,28,45,56,81,99,94,85,39,11,47,98,97,99,100,100,99,78,40,7,0,0,54,83,49,32,95,93,53,2,46,99,70,66,96,99,44,1,20,76,14,30,13,9,73,81,89,48,100,100,96,62,99,98,14,50,68,57,99,80,50,84,97,48,8,55,68,18,26,0,34,99,90,55,44,99,98,90,96,99,73,59,18,82,63,61,82,28,48,30,75,99,45
Shanxi,China,37.5777,112.2922,32,30,41,70,100,85,100,52,68,72,78,25,30,14,67,87,4,65,5,34,79,39,65,96,76,99,97,55,12,0,0,86,25,0,4,76,63,1,0,0,0,0,0,14,85,1,0,0,48,7,85,27,1,7,93,1,14,99,26,35,50,87,18,0,8,56,0,62,96,6,12,57,64,0,28,88,2,12,0,3,73,0,33,32,31,94,96,59,57,75,96,100,28,14,70,76,27,45,44,82,87,13,0
Sichuan,China,30.6171,102.7103,14,9,44,55,63,84,28,39,49,73,25,19,46,72,47,38,71,64,72,72,71,52,85,99,97,69,70,71,35,87,69,53,100,80,24,82,92,66,69,76,59,22,22,23,64,99,48,67,71,49,83,79,48,28,27,28,33,83,93,15,97,70,100,97,45,36,49,47,100,93,68,83,87,76,49,97,93,42,70,47,27,89,61,96,28,52,92,77,97,89,71,81,100,100,98,94,99,66,77,63,81,99,51
Tianjin,China,39.3054,117.323,0,79,10,17,88,82,99,26,41,32,71,54,0,3,21,66,71,39,0,3,67,35,24,44,26,57,100,96,75,1,0,34,87,0,25,54,94,12,20,0,0,15,15,7,98,48,9,0,26,2,44,76,6,0,78,44,32,85,36,43,39,27,24,0,8,68,26,59,98,30,2,63,35,0,6,45,2,2,0,28,42,0,2,31,46,90,25,9,21,55,95,72,7,0,0,39,46,76,31,83,73,0,0
Tibet,China,31.6927,88.0924,86,98,79,96,88,56,38,81,90,11,1,20,36,15,0,41,93,64,63,34,70,49,53,11,18,52,7,44,8,38,30,32,69,0,3,82,46,52,84,52,0,19,31,5,3,0,25,46,11,65,88,71,89,23,75,72,89,52,18,47,68,78,63,68,32,89,84,41,40,30,42,19,31,67,88,84,10,30,75,69,81,31,68,17,73,51,26,23,36,50,73,49,77,92,60,76,69,80,57,88,34,68,26
Xinjiang,China,41.1129,85.2401,89,55,15,99,85,7,90,71,87,8,56,77,95,99,46,28,90,63,41,35,17,57,71,3,85,12,44,9,0,5,49,0,12,18,26,56,25,64,0,1,37,21,37,52,99,50,94,34,82,91,52,0,9,6,84,70,40,60,96,84,36,0,4,47,15,86,99,81,0,31,19,13,73,65,97,56,31,19,86,49,37,71,41,90,66,87,37,79,83,45,31,33,100,99,63,28,9,43,0,1,78,39,64
Yunnan,China,24.974,101.48700000000001,33,93,98,83,85,43,18,23,16,26,1,0,0,0,0,24,2,0,2,20,20,2,3,33,31,27,7,28,30,44,43,30,6,17,0,13,8,2,28,39,41,5,43,48,12,32,56,23,52,53,4,24,28,83,45,4,40,96,47,9,0,0,36,63,26,26,24,1,10,0,1,43,0,2,43,47,72,28,16,33,47,20,33,28,8,2,4,9,0,1,4,11,21,22,47,14,5,12,28,62,37,13,43
Zhejiang,China,29.1832,120.0934,3,63,83,98,81,28,33,20,57,99,100,85,45,89,97,100,98,89,69,12,74,80,92,100,100,100,98,95,47,27,0,1,69,100,94,12,84,98,82,17,33,96,78,53,69,90,73,0,0,30,20,36,38,13,53,38,91,100,100,90,99,81,99,100,74,70,97,96,100,69,30,92,96,73,9,28,100,69,53,3,35,78,98,67,42,98,88,100,91,95,89,94,83,100,80,84,90,39,19,39,24,100,42
,Colombia,4.5709,-74.2973,97,94,88,67,69,82,62,69,24,21,14,31,37,31,51,52,40,41,45,60,80,93,95,74,96,94,98,92,92,93,82,39,76,89,61,53,32,33,35,80,85,53,17,37,60,78,72,61,57,46,69,77,94,94,96,93,98,99,92,84,79,84,69,71,63,49,60,79,72,77,95,87,91,91,94,92,91,79,88,86,76,76,67,76,84,91,96,74,74,55,82,82,88,90,66,65,82,90,87,85,98,74,89
,Congo (Brazzaville),-4.0383,21.7587,100,100,100,82,100,92,95,91,97,94,87,63,47,41,83,72,97,95,82,90,77,88,76,79,87,53,90,66,69,86,78,85,93,66,97,96,73,77,90,91,98,92,64,80,99,72,70,84,91,89,62,84,87,100,98,82,61,98,79,76,99,96,83,45,15,49,88,97,100,85,96,100,98,64,83,88,100,87,72,91,97,96,56,51,87,92,81,64,46,71,56,81,72,83,76,76,84,73,92,71,91,93,97
,Congo (Kinshasa),-4.0383,21.7587,100,100,100,82,100,92,95,91,97,94,87,63,47,41,83,72,97,95,82,90,77,88,76,79,87,53,90,66,69,86,78,85,93,66,97,96,73,77,90,91,98,92,64,80,99,72,70,84,91,89,62,84,87,100,98,82,61,98,79,76,99,96,83,45,15,49,88,97,100,85,96,100,98,64,83,88,100,87,72,91,97,96,56,51,87,92,81,64,46,71,56,81,72,83,76,76,84,73,92,71,91,93,97
,Costa Rica,9.7489,-83.7534,80,51,74,91,91,75,65,56,82,76,82,85,90,85,76,76,81,93,93,90,98,100,95,97,93,97,95,96,87,99,90,62,73,98,98,75,99,82,56,83,78,68,93,94,95,98,89,96,89,93,92,94,90,69,50,56,95,84,64,80,83,47,41,79,82,69,69,84,80,60,52,48,70,81,77,77,68,55,80,75,46,44,62,87,89,77,94,81,69,95,80,76,64,65,68,57,78,88,89,85,90,99,90
,Cote d'Ivoire,7.54,-5.5471,15,11,43,4,1,17,8,21,9,14,21,55,25,18,28,10,19,15,8,31,78,91,63,71,5,44,30,53,36,68,16,13,18,14,38,10,47,9,71,53,55,84,98,17,22,3,0,57,5,13,41,33,56,27,85,42,21,35,52,10,0,22,71,73,59,6,55,71,46,98,88,34,25,17,93,85,83,66,70,67,61,96,82,95,87,92,68,63,54,64,83,80,90,65,68,65,64,78,65,100,45,77,20
,Croatia,45.1,15.2,36,0,16,78,27,6,22,23,27,49,54,52,43,56,16,61,76,89,96,94,44,40,19,12,90,95,76,95,50,19,56,56,90,97,82,59,11,21,0,50,85,71,50,66,55,33,36,78,79,54,19,5,38,94,82,74,64,54,35,65,100,87,68,92,49,70,96,20,47,86,59,26,97,90,43,8,19,45,0,12,28,76,74,99,96,100,97,36,8,81,74,9,0,2,23,7,2,0,0,0,0,15,18
,Diamond Princess,0.0,0.0,51,39,84,88,83,48,91,89,79,48,13,27,46,31,48,41,69,49,60,54,78,63,70,51,39,75,63,42,51,19,28,85,11,38,72,93,89,84,71,77,74,55,38,13,6,65,59,94,40,61,38,80,77,79,62,65,35,87,79,64,95,82,48,61,81,73,88,75,82,79,71,41,11,51,92,63,94,100,89,78,72,19,60,99,100,93,98,44,73,87,63,89,92,90,70,68,48,53,31,40,18,60,80
,Cuba,22.0,-80.0,45,57,45,42,43,64,46,47,44,67,75,39,45,57,37,27,59,34,74,63,54,67,11,33,32,24,30,23,32,28,41,65,47,37,4,4,28,34,56,70,43,43,49,30,26,21,24,27,25,42,38,52,49,68,53,39,9,43,57,64,17,7,6,15,11,24,44,59,83,50,49,60,49,56,66,32,28,35,28,30,38,33,44,28,23,23,26,12,15,26,33,27,39,68,49,23,5,19,23,20,10,18,23
,Cyprus,35.1264,33.4299,25,81,95,43,59,78,89,86,45,4,25,68,18,60,86,84,96,75,82,70,7,1,30,22,0,9,80,82,43,28,5,17,1,69,39,35,30,30,34,27,14,67,99,97,96,62,51,2,26,80,14,49,23,22,52,5,2,63,70,43,22,4,3,49,83,70,2,35,73,19,41,99,89,26,57,56,69,23,27,13,30,20,13,1,2,70,67,11,3,66,56,42,31,53,56,73,78,70,31,39,30,1,1
,Czechia,49.8175,15.472999999999999,37,0,31,92,35,30,49,63,99,38,72,49,87,71,57,41,41,98,89,50,59,74,50,67,40,76,79,98,69,81,92,81,82,100,99,60,72,87,17,43,76,75,87,51,89,73,93,99,73,62,60,89,87,100,68,98,96,61,88,96,91,78,99,62,19,99,94,28,93,66,95,78,36,36,16,80,73,10,36,87,90,41,1,0,8,47,53,14,41,45,81,5,1,46,65,1,0,0,0,2,39,43,5
Faroe Islands,Denmark,61.8926,-6.9118,100,94,82,80,83,89,90,84,61,90,79,90,96,94,77,74,76,48,92,96,80,100,89,81,100,66,76,65,17,91,96,56,74,98,84,91,98,99,84,65,56,77,57,88,92,95,69,77,55,51,84,83,70,71,90,100,82,56,98,100,100,96,37,39,82,80,94,87,94,100,83,93,92,96,92,88,67,55,84,91,100,99,98,99,31,70,70,72,49,70,90,75,80,69,99,100,75,82,40,89,80,100,89
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,56,67,64,42,68,70,50,99,98,87,42,51,85,59,77,57,30,56,82,40,51,55,38,74,80,56,56,63,21,49,51,6,37,47,39,53,77,99,87,34,38,70,94,39,77,73,52,54,61,62,4,59,74,43,60,78,49,20,39,49,92,64,40,94,98,81,89,33,26,17,11,1,12,54,32,2,2,36
,Denmark,56.2639,9.5018,49,91,83,49,69,98,87,79,94,79,81,100,69,93,95,52,97,95,32,81,92,63,90,92,90,100,100,100,71,98,100,99,63,89,57,33,46,69,59,86,95,93,90,57,86,98,100,91,72,81,93,64,97,81,69,100,98,60,62,100,78,56,100,38,53,89,44,96,67,92,27,84,67,24,99,50,82,100,52,22,2,1,16,81,77,14,0,32,3,22,33,86,56,43,55,56,1,31,79,31,89,77,89
,Djibouti,11.8251,42.5903,20,28,37,53,21,25,56,43,42,51,59,75,74,56,63,45,35,20,38,31,39,61,84,88,91,84,74,43,63,89,93,67,53,67,42,49,47,46,2,47,31,71,88,70,41,14,24,24,30,33,59,34,34,41,68,25,21,55,52,24,8,40,65,41,12,23,23,55,72,56,45,68,49,62,64,85,79,72,49,39,42,57,73,56,68,41,72,92,56,23,57,22,21,27,23,19,26,44,22,7,33,49,27
,Dominican Republic,18.7357,-70.1627,56,53,45,36,45,26,28,45,43,52,55,33,56,63,69,61,44,38,72,70,64,54,32,72,85,50,64,35,42,42,19,21,36,42,54,63,47,28,30,44,39,43,45,44,47,41,54,48,57,54,43,51,25,52,67,79,53,70,55,60,43,56,83,72,44,36,17,25,79,88,66,54,45,30,47,40,39,31,50,56,64,55,39,70,57,35,56,61,52,56,40,18,16,25,38,70,84,78,87,92,51,48,51
,Ecuador,-1.8312,-78.1834,98,82,96,87,71,60,54,72,70,61,92,88,93,92,91,91,83,89,97,98,90,77,57,94,99,100,100,99,94,69,77,85,94,96,99,99,86,89,71,92,90,89,75,79,68,76,89,93,75,85,76,56,69,98,100,99,89,96,94,97,93,95,99,82,63,89,93,83,71,90,90,75,84,89,88,83,90,92,95,89,46,45,95,95,95,73,95,84,88,96,96,97,94,98,79,82,91,95,100,99,96,86,98
,Egypt,26.0,30.0,79,48,2,32,0,2,10,0,23,17,13,21,42,77,40,8,45,17,6,0,5,7,4,7,0,0,4,17,46,5,0,0,0,0,0,0,0,1,9,0,0,0,1,5,7,0,0,1,74,20,0,0,4,92,48,0,0,17,0,0,0,0,0,0,0,0,0,0,16,36,84,35,36,0,7,0,0,0,6,9,0,1,31,57,71,47,19,0,2,65,14,24,0,8,1,7,0,0,0,0,38,6,0
,El Salvador,13.7942,-88.8965,45,22,55,22,27,0,16,23,4,13,9,12,12,9,9,7,12,14,20,19,18,12,4,8,18,18,19,18,9,20,10,16,27,4,13,12,16,16,16,11,35,10,10,3,5,6,17,3,9,15,27,10,25,4,6,5,37,23,19,4,1,39,9,19,10,11,3,5,9,17,28,5,20,24,40,9,18,23,15,6,16,26,32,14,13,5,14,26,25,19,16,3,19,20,25,31,38,24,14,30,11,34,45
,Equatorial Guinea,1.5,10.0,86,83,91,94,65,91,59,64,83,95,50,37,45,61,62,77,93,70,60,61,74,71,51,49,46,22,65,46,59,73,97,85,70,98,86,82,70,98,100,89,45,64,93,43,31,46,74,99,66,69,94,86,89,82,71,64,91,68,92,85,67,90,95,89,78,79,98,71,33,68,99,99,99,69,69,81,96,100,99,100,94,83,81,76,100,98,88,62,81,88,75,95,81,98,100,76,94,97,98,83,41,100,78
,Eritrea,15.1794,39.7823,27,6,2,11,60,83,87,84,93,91,87,44,54,38,34,37,5,22,35,70,93,87,89,89,52,24,48,12,25,45,52,30,90,78,67,37,40,12,13,69,94,78,67,28,6,1,2,26,18,23,98,94,91,90,7,45,91,39,28,26,75,33,63,66,8,1,38,82,78,70,31,48,35,81,57,69,38,84,85,25,28,57,73,9,80,47,67,40,44,5,6,37,28,49,42,28,6,9,1,39,66,23,56
,Estonia,58.5953,25.0136,45,72,62,62,38,96,99,95,48,98,46,98,57,84,99,91,67,84,73,65,76,48,57,93,46,88,100,100,100,100,98,100,91,51,8,85,35,32,96,100,100,93,92,80,41,75,100,98,98,96,47,89,82,94,7,63,100,100,92,59,86,59,95,100,90,72,92,14,74,93,99,94,99,87,16,91,59,96,10,28,31,1,22,60,31,21,60,33,71,56,35,63,94,89,24,4,61,22,28,57,28,44,99
,Eswatini,-26.5225,31.4659,88,72,39,33,53,67,63,60,76,100,75,24,70,75,33,52,11,88,98,91,53,62,86,77,74,32,85,60,17,75,13,3,18,2,21,30,86,82,80,100,100,100,92,7,0,2,18,12,41,43,37,73,70,99,84,47,9,12,95,95,84,95,53,9,1,21,30,50,63,8,36,78,66,37,17,82,75,66,7,7,66,94,35,13,7,43,89,67,0,72,31,82,52,86,96,28,4,41,97,100,69,54,3
,Ethiopia,9.145,40.4897,18,57,21,41,36,24,64,49,27,20,9,84,89,48,33,32,4,5,10,23,28,41,43,80,97,98,91,63,38,96,85,88,76,66,45,34,51,46,11,86,11,21,99,83,51,28,24,13,23,21,56,50,22,28,68,32,28,50,22,13,13,21,43,51,47,38,39,32,82,74,51,36,34,73,78,93,67,61,45,46,44,57,83,46,83,33,27,62,50,41,75,66,62,57,72,57,42,44,35,30,19,36,76
,Fiji,-17.7134,178.065,82,46,55,42,53,46,82,59,80,62,98,98,98,90,95,99,100,98,93,78,93,75,56,59,51,26,28,74,71,61,73,91,98,59,41,35,85,92,94,97,100,98,100,100,100,100,91,98,91,62,47,26,39,70,33,27,46,63,99,64,86,66,44,48,99,96,100,100,99,98,98,91,98,97,86,88,98,100,98,93,100,99,100,66,57,39,42,73,82,91,100,94,97,92,99,99,100,99,100,78,69,59,46
,Finland,64.0,26.0,68,91,96,86,42,80,99,98,33,32,73,61,25,89,97,92,72,100,99,96,56,32,66,43,48,93,99,100,100,100,100,100,100,81,2,61,18,69,74,94,100,100,100,99,60,85,85,90,95,95,42,98,95,89,76,45,15,0,4,72,72,90,93,77,99,84,26,78,100,100,99,100,93,16,71,63,90,28,20,25,28,10,65,78,96,33,17,62,12,15,74,89,66,98,57,5,89,94,66,71,47,43,97
French Guiana,France,3.9339,-53.1258,92,69,69,64,75,53,77,87,69,68,48,43,43,88,82,86,76,91,73,55,77,80,63,54,64,77,95,98,73,56,81,82,61,59,64,28,68,64,42,65,65,27,49,72,85,63,67,69,61,65,71,96,90,82,81,96,70,50,46,56,64,71,62,56,56,53,46,71,61,70,73,40,36,82,59,79,77,60,75,89,82,62,72,48,72,79,87,90,75,91,96,85,99,98,95,89,91,81,91,84,94,91,84
French Polynesia,France,-17.6797,149.4068,38,6,46,86,91,36,73,65,65,87,79,99,63,64,44,44,26,33,22,42,63,74,67,73,99,100,100,100,100,100,92,81,82,88,35,34,52,59,43,51,37,21,5,34,14,11,7,0,50,53,47,42,55,88,95,100,100,98,96,63,0,33,91,98,96,95,82,99,68,50,90,98,98,73,33,16,61,18,18,28,77,90,61,66,73,89,88,54,65,68,65,40,51,23,34,34,28,26,38,45,23,88,54
Guadeloupe,France,16.25,-61.5833,10,18,31,24,51,50,30,33,48,41,34,49,39,46,43,49,32,26,56,40,27,60,64,38,39,25,28,13,19,11,28,7,16,28,24,31,27,27,35,46,37,25,43,27,37,46,76,35,30,28,40,41,17,20,8,36,41,47,27,28,39,35,19,31,24,26,26,43,17,40,61,48,44,15,27,28,18,25,24,26,41,41,56,56,64,23,21,22,23,30,34,31,26,25,41,45,51,33,45,28,24,34,36
Mayotte,France,-12.8275,45.1662,99,99,96,90,94,81,70,69,56,86,60,75,81,72,55,68,84,96,98,97,97,99,99,84,79,96,61,62,79,87,94,72,65,91,78,84,42,5,7,9,34,21,48,92,95,52,13,67,77,91,68,88,99,98,74,95,82,83,46,78,94,87,83,64,82,86,98,96,86,74,83,95,85,96,98,51,19,55,36,40,49,50,17,19,32,13,44,83,52,47,8,43,30,27,32,42,37,20,21,34,3,9,28
New Caledonia,France,-20.9043,165.618,42,59,38,37,13,25,65,86,79,99,100,98,62,74,59,41,25,33,47,45,39,33,46,76,37,78,88,48,74,6,7,27,93,85,93,82,43,63,62,92,100,100,95,56,72,45,50,12,9,16,23,32,15,16,44,97,5,10,52,86,75,96,60,2,13,19,47,60,46,25,36,61,78,99,100,52,7,28,6,28,61,37,37,52,62,38,17,34,74,40,32,62,90,100,93,90,98,57,10,34,43,63,64
Reunion,France,-21.1351,55.2471,11,56,89,100,99,63,59,82,67,45,32,25,56,70,46,48,90,98,94,89,100,90,90,99,92,32,12,10,15,32,67,18,8,7,9,17,6,9,8,14,16,8,15,94,46,52,73,57,16,11,26,69,65,80,24,90,92,90,41,23,33,98,72,53,49,75,91,32,43,5,19,57,98,40,96,87,61,26,14,2,20,31,6,87,43,28,63,64,59,44,25,14,28,18,17,24,42,43,30,1,26,33,39
Saint Barthelemy,France,17.9,-62.8333,28,26,12,21,46,24,22,36,32,41,27,34,38,43,51,48,23,26,38,60,56,34,43,31,23,16,27,14,50,17,10,8,11,8,11,19,34,20,33,25,33,17,40,25,36,24,30,44,26,22,32,11,19,13,2,0,12,36,21,13,21,2,11,7,14,9,21,18,3,28,39,30,23,11,5,20,37,15,13,21,61,41,44,44,48,17,8,9,11,28,49,46,28,16,9,11,17,44,46,42,22,18,43
St Martin,France,18.0708,-63.0501,28,26,19,20,40,33,21,39,35,41,24,28,38,40,48,48,21,25,39,61,59,28,45,33,24,17,28,20,53,24,14,13,18,10,10,22,38,21,36,25,31,15,39,30,35,25,31,34,28,28,28,10,24,15,4,5,16,30,24,14,16,6,10,11,16,14,22,19,3,32,38,30,21,15,7,21,41,13,15,23,60,46,42,46,41,16,10,11,11,32,44,45,28,16,10,10,16,42,57,48,25,11,48
