Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
,Chile,-35.6751,-71.543,6,7,11,11,9,5,5,7,8,7,4,4,7,9,10,2,0,5,8,10,8,6,10,14,6,3,11,7,12,7,3,2,11,6,4,7,5,5,3,2,5,10,11,10,3,0,8,9,9,0,4,3,9,10,11,7,3,1,5,8,8,12,12,10,5,4,6,11,5,2,3,7,7,10,3,2,4,6,5,4,3,9,9,7,8,8,9,11,10,8,3,5,3,-1,1,5,2,-1,0,4,7,7,8
Anhui,China,31.8257,117.2264,-2,3,4,5,7,6,2,0,1,3,3,0,1,-1,-1,1,0,0,0,0,2,4,5,4,2,1,1,0,1,0,-1,0,0,2,2,3,2,3,3,1,3,7,6,10,13,0,-4,-4,-3,1,2,4,0,4,11,12,6,3,6,6,6,1,3,3,0,6,8,9,9,6,5,8,8,3,2,5,7,8,1,6,14,12,5,8,15,17,4,2,4,6,9,9,6,5,6,3,5,4,5,7,10,6,4
Beijing,China,40.1824,116.4142,-26,-17,-14,-12,-7,-3,-13,-16,-13,-12,-15,-14,-20,-20,-18,-18,-15,-11,-17,-19,-17,-14,-11,-12,-11,-10,-8,-6,-6,-10,-13,-20,-9,-18,-18,-13,-8,-9,-10,-8,-8,-5,-2,0,0,-17,-17,-13,-8,-4,-2,-10,-16,-13,-6,-5,-7,-7,-8,0,-11,-10,-14,-20,-14,-4,-4,2,2,-19,-14,-14,-25,-18,-10,-6,-11,-14,-24,-14,-9,-11,-13,-5,3,-5,-21,-22,-11,-1,1,-19,-20,-18,-16,-12,-9,-11,-12,-3,-5,-17,-20
Chongqing,China,30.0572,107.874,3,4,5,5,6,7,6,6,5,5,5,3,3,3,3,4,4,3,5,4,5,6,7,6,6,5,2,3,4,3,4,5,5,6,3,4,7,6,6,7,7,7,7,9,10,5,3,2,4,5,5,7,7,7,8,9,11,12,12,10,10,8,8,8,5,7,9,10,10,7,8,9,11,10,9,8,10,9,9,9,14,15,15,14,16,16,14,9,7,8,10,10,9,9,10,9,8,11,12,11,15,13,10
Fujian,China,26.0789,117.9874,7,7,9,11,11,11,12,4,6,9,8,4,4,5,7,8,4,4,5,4,7,10,12,14,12,8,2,2,0,-1,-2,0,4,6,8,8,6,8,6,5,5,8,13,13,13,14,3,-1,-1,1,3,7,9,7,9,11,12,12,11,12,13,11,11,11,8,9,14,15,15,10,8,10,13,10,6,8,10,13,14,14,16,17,17,14,15,16,17,11,10,9,12,10,12,12,12,7,8,10,8,9,10,12,5
Gansu,China,37.8099,101.0583,-18,-21,-18,-17,-16,-16,-19,-20,-15,-16,-22,-21,-20,-16,-14,-18,-19,-20,-21,-20,-21,-24,-22,-20,-21,-23,-24,-23,-25,-24,-22,-18,-24,-27,-24,-24,-23,-22,-22,-22,-22,-23,-21,-18,-23,-27,-25,-21,-21,-20,-19,-18,-18,-17,-15,-18,-14,-11,-16,-14,-11,-15,-17,-18,-16,-19,-16,-14,-17,-22,-20,-16,-21,-19,-14,-13,-14,-14,-14,-13,-9,-10,-11,-12,-12,-10,-10,-10,-8,-8,-9,-10,-8,-8,-7,-7,-7,-11,-13,-12,-14,-17,-14
Guangdong,China,23.3417,113.4244,9,12,12,12,13,15,16,9,11,13,11,4,7,8,10,12,6,5,7,7,11,14,16,16,12,7,3,2,1,-2,-5,0,8,11,11,12,12,12,8,7,8,13,16,16,18,17,4,0,0,5,9,10,12,13,13,16,16,16,15,16,17,14,15,13,11,14,18,19,20,12,10,16,19,13,8,12,16,17,18,18,20,19,19,18,17,19,19,15,15,12,12,12,14,15,14,13,13,13,14,15,13,18,7
Guangxi,China,23.8298,108.7881,9,14,15,13,13,15,15,13,15,15,4,4,6,7,7,6,4,4,4,6,11,16,17,11,6,4,2,1,2,0,2,5,9,7,7,8,12,8,7,6,8,13,17,17,18,14,3,1,1,6,11,13,12,13,14,15,16,17,17,18,18,15,13,8,9,14,19,19,18,10,10,14,15,10,11,13,13,12,14,17,20,19,20,20,19,20,21,11,10,8,9,10,12,12,11,11,11,12,13,14,19,18,8
Guizhou,China,26.8154,106.8748,9,7,3,6,12,12,4,11,4,1,1,0,3,1,0,0,0,0,1,4,8,7,4,2,0,0,-1,0,0,0,1,4,3,2,3,4,4,3,2,3,5,8,9,10,10,4,0,0,0,3,6,4,7,10,10,11,12,12,12,12,10,8,4,4,5,10,10,11,8,6,7,9,9,7,7,9,8,7,6,10,11,12,14,13,13,13,13,6,3,5,6,7,8,7,7,7,7,7,9,10,14,11,5
Hainan,China,19.1959,109.7453,16,16,15,16,15,15,16,15,15,15,15,15,14,13,13,13,15,15,15,15,13,15,14,16,14,12,11,10,9,7,8,11,13,13,13,15,15,15,15,13,13,15,15,17,17,17,13,9,10,13,14,14,13,13,14,14,16,15,17,16,16,16,16,16,15,17,17,16,15,18,18,18,18,19,17,18,18,17,18,18,16,16,17,17,17,18,18,17,19,19,20,19,18,19,20,19,18,17,18,18,19,19,16
Hebei,China,39.549,116.1306,-27,-22,-15,-13,-6,-2,-13,-14,-10,-8,-15,-12,-19,-18,-15,-16,-13,-9,-16,-19,-14,-12,-10,-11,-10,-9,-7,-6,-5,-10,-10,-18,-9,-16,-18,-9,-8,-7,-8,-7,-6,-4,-2,0,0,-15,-15,-13,-7,-3,-2,-6,-15,-12,-5,-6,-7,-7,-6,0,-9,-9,-14,-19,-12,-2,-2,2,2,-15,-11,-12,-20,-18,-9,-5,-9,-14,-22,-11,-7,-8,-11,-3,5,-3,-18,-21,-9,0,3,-15,-12,-15,-15,-12,-3,-8,-9,0,-5,-14,-19
Heilongjiang,China,47.861999999999995,127.7615,-29,-28,-26,-25,-24,-17,-13,-17,-20,-20,-20,-24,-21,-24,-24,-25,-26,-23,-17,-20,-19,-21,-20,-25,-26,-24,-19,-18,-20,-20,-23,-20,-21,-26,-26,-28,-27,-25,-24,-17,-18,-9,-5,-14,-21,-20,-21,-21,-18,-15,-17,-14,-15,-14,-9,-12,-12,-12,-10,-9,-10,-9,-9,-11,-12,-11,-5,-5,-11,-10,-10,-11,-16,-10,-11,-12,-8,-3,-4,-5,-5,-8,-10,-7,-1,-4,-12,-13,-7,-3,-4,-8,-9,-8,-11,-10,-8,-3,-4,-6,-8,-6,-6
Henan,China,33.882,113.61399999999999,-14,-5,-2,-1,2,0,0,-2,-2,-2,0,-2,-1,-4,-6,-3,-3,-3,-7,-5,-2,-1,0,0,0,0,-3,-3,-2,-2,-2,0,-2,-3,-1,-2,-1,0,0,0,2,3,6,7,3,-6,-14,-12,-8,-2,0,-3,-6,3,9,4,5,2,1,3,2,0,0,-3,0,4,4,8,7,-4,1,6,-2,-5,-8,0,-1,-2,-9,0,10,1,4,7,15,10,-4,-2,4,2,4,6,5,3,3,5,3,6,7,7,4,2,-2
Hong Kong,China,22.3,114.2,13,14,14,15,16,17,18,15,15,16,16,9,13,14,15,16,9,10,12,11,15,16,18,19,17,12,5,5,2,0,2,10,13,15,13,14,14,15,12,10,11,15,18,18,19,20,8,2,4,10,13,14,14,14,16,18,19,17,16,18,18,17,16,16,14,15,19,20,20,15,14,19,20,16,14,15,18,18,19,19,20,20,20,19,19,21,21,19,19,19,20,16,18,19,18,16,15,16,16,15,17,20,11
Hubei,China,30.9756,112.2707,-6,-2,0,0,4,1,2,1,0,0,1,1,2,0,0,-2,-1,0,0,0,3,3,3,4,2,0,0,0,0,-1,0,1,3,0,2,3,0,0,1,2,4,6,8,10,7,0,-2,-4,-3,1,3,3,4,8,11,11,8,6,3,5,5,4,3,3,4,8,8,10,9,3,5,9,4,2,2,6,6,7,3,7,14,10,11,14,16,16,3,4,4,5,7,7,9,8,6,8,8,7,8,11,8,5,2
Hunan,China,27.6104,111.7088,3,3,2,3,7,8,4,3,2,0,1,0,1,2,2,0,0,1,0,2,4,5,4,4,2,1,0,0,1,1,1,3,6,6,5,6,6,2,3,4,5,8,10,13,15,2,0,0,1,4,6,8,7,10,12,14,13,10,9,7,8,7,5,5,7,9,10,12,11,6,7,10,11,5,4,9,11,10,11,12,18,18,15,16,18,18,9,4,5,5,7,8,10,10,10,10,10,10,10,11,12,7,5
Inner Mongolia,China,44.0935,113.9448,-24,-23,-20,-20,-16,-15,-20,-21,-23,-21,-22,-23,-24,-23,-23,-24,-21,-14,-17,-18,-12,-15,-19,-21,-18,-17,-15,-14,-15,-15,-17,-20,-20,-23,-29,-29,-24,-20,-17,-13,-11,-11,-11,-12,-16,-19,-18,-15,-14,-14,-11,-12,-14,-10,-9,-9,-13,-9,-15,-11,-11,-9,-16,-16,-14,-10,-10,-7,-13,-16,-11,-17,-16,-8,-5,-7,-8,-9,-15,-10,-7,-9,-11,-8,-10,-25,-25,-23,-15,-17,-19,-24,-16,-14,-20,-22,-14,-19,-16,-15,-11,-21,-23
Jiangsu,China,32.9711,119.455,-3,3,4,1,4,8,5,-2,0,3,0,0,0,-1,-2,1,-1,-2,0,-1,1,5,3,2,1,3,1,0,0,-3,-5,-2,-1,0,1,0,0,2,2,1,2,6,6,8,11,2,-6,-6,-6,-1,2,5,0,1,9,10,4,1,5,5,6,0,3,0,-1,3,7,6,9,5,4,7,6,3,3,4,7,8,1,6,12,6,4,3,9,15,2,0,2,6,8,7,3,4,5,2,3,4,6,7,6,5,4
Jiangxi,China,27.614,115.7221,3,7,7,7,10,13,9,2,3,4,3,2,2,3,5,3,2,2,3,2,6,8,7,7,5,4,3,3,0,0,0,2,5,6,7,7,8,6,5,4,5,8,13,14,15,9,0,-2,-2,1,4,7,8,9,12,14,14,10,13,11,9,8,8,8,7,10,12,16,15,8,7,11,12,8,4,8,11,11,12,13,19,19,17,17,18,18,14,6,4,6,7,8,10,10,11,9,9,9,9,10,13,12,6
Jilin,China,43.6661,126.1923,-22,-19,-16,-16,-15,-10,-10,-12,-14,-15,-19,-18,-18,-22,-20,-20,-19,-15,-11,-14,-13,-8,-11,-21,-21,-19,-17,-14,-17,-20,-20,-17,-19,-20,-23,-27,-25,-16,-20,-14,-14,-3,0,-1,-13,-14,-15,-19,-15,-10,-11,-2,-7,-7,-8,-9,-10,-10,-6,-8,-8,-9,-8,-6,-9,-4,-1,0,-2,-6,-7,-10,-17,-8,-9,-10,-1,-2,-1,-3,-6,-8,-8,-8,-2,-3,-14,-15,-13,-8,-5,-14,-10,-8,-16,-15,-12,-11,-2,-2,-5,-9,-8
Liaoning,China,41.2956,122.6085,-19,-20,-15,-13,-13,-4,-11,-11,-14,-14,-16,-17,-19,-19,-19,-19,-18,-14,-12,-14,-12,-5,-10,-20,-18,-17,-15,-12,-14,-16,-19,-15,-15,-17,-22,-28,-23,-13,-14,-10,-7,-1,2,1,-10,-11,-12,-15,-10,-8,-6,0,-8,-5,-4,-7,-9,-13,-6,-5,-6,-11,-4,-7,-9,-2,2,2,0,-8,-11,-11,-16,-9,-16,-14,-7,-5,-7,-7,-13,-10,-7,-11,-4,1,-15,-21,-12,-7,-7,-19,-10,-8,-21,-21,-12,-15,-12,-4,-8,-13,-11
Macau,China,22.1667,113.55,14,14,15,16,16,17,18,16,16,17,16,9,12,15,16,17,10,10,12,11,15,16,18,19,17,11,6,6,4,1,4,11,14,15,13,14,14,15,12,10,11,15,17,17,18,19,9,4,4,11,13,14,15,14,16,18,19,17,17,18,19,18,17,17,14,15,18,20,21,16,14,19,20,16,14,16,18,18,19,19,21,21,21,19,20,21,22,20,19,18,17,16,18,19,18,16,16,16,16,16,18,20,12
Ningxia,China,37.2692,106.1655,-8,-11,-12,-6,-8,-7,-10,-9,-8,-7,-9,-9,-12,-8,-8,-11,-10,-10,-13,-12,-8,-11,-10,-6,-7,-6,-6,-8,-12,-17,-17,-10,-14,-14,-18,-9,-9,-9,-15,-17,-12,-10,-16,-14,-19,-22,-26,-22,-18,-14,-15,-14,-12,-5,-13,-16,-2,0,-5,-10,-16,-16,-20,-17,-3,-13,-7,-6,-17,-18,-17,-17,-11,-20,-21,-18,-23,-21,-20,-18,-11,-10,0,0,-1,-3,-9,-2,-10,0,-7,-1,-6,-9,-13,-7,-5,-13,-22,-21,-10,-21,-21
Qinghai,China,35.7452,95.9956,-24,-22,-24,-18,-20,-24,-24,-19,-19,-22,-28,-25,-21,-19,-20,-24,-19,-19,-21,-23,-26,-25,-23,-26,-28,-25,-23,-25,-28,-22,-19,-24,-29,-30,-28,-24,-24,-24,-22,-24,-25,-25,-22,-21,-24,-29,-23,-23,-25,-23,-20,-24,-22,-16,-17,-19,-14,-17,-23,-19,-16,-14,-19,-22,-17,-21,-14,-15,-18,-20,-19,-20,-19,-15,-11,-19,-17,-20,-19,-13,-17,-18,-17,-14,-12,-13,-13,-11,-8,-14,-17,-16,-12,-9,-15,-15,-14,-17,-20,-17,-17,-18,-16
Shaanxi,China,35.1917,108.8701,-9,-6,-4,-3,-1,-3,-4,-6,-3,-5,-6,-4,-9,-10,-5,-4,-7,-6,-12,-10,-6,-4,-4,-6,-2,-2,-4,-7,-9,-9,-9,-2,-10,-10,-6,-3,-2,-3,-6,-11,-11,-7,-3,-3,-15,-21,-22,-15,-12,-12,-5,-11,-10,-4,0,-5,3,1,1,0,-6,0,-7,-4,0,0,-2,2,-7,-13,-9,-9,-9,-17,-15,-1,-15,-19,-14,-6,-2,-1,4,6,9,1,0,0,2,1,1,0,1,0,-1,0,0,-2,-5,0,5,-4,-13
Shandong,China,36.3427,118.1498,-14,-7,-6,-4,-2,1,-2,-8,-9,-6,-6,-7,-5,-11,-10,-8,-6,-5,-7,-8,-5,-2,-1,-6,-9,-6,-7,-7,-4,-8,-7,-5,-3,-9,-4,-13,-8,-3,-3,-2,-2,0,0,4,5,-8,-13,-11,-9,-5,-4,-2,-13,-7,4,4,-2,-10,0,1,0,-7,-7,-13,-10,-2,2,2,2,-3,-5,0,-9,-9,-12,-4,-6,-7,-21,-8,3,-8,-7,-6,3,6,-12,-16,-8,-3,1,-9,-2,-8,-9,-19,-6,0,1,2,0,-3,-10
Shanghai,China,31.201999999999998,121.4491,-1,6,7,5,6,12,9,-1,2,5,4,0,0,0,0,4,1,-1,-1,0,3,7,6,5,5,6,4,1,-1,-3,-7,-6,0,3,0,1,1,3,2,0,0,8,8,9,11,7,-6,-10,-7,0,3,5,1,0,8,11,5,3,7,6,7,2,2,0,-2,3,8,6,10,5,3,7,9,0,-1,0,5,7,0,3,9,10,0,2,10,16,6,3,3,8,7,5,3,2,3,1,2,0,-1,6,9,8,2
Shanxi,China,37.5777,112.2922,-19,-12,-7,-9,-4,-4,-4,-7,-6,-6,-8,-9,-11,-14,-12,-7,-9,-10,-11,-10,-8,-7,-6,-5,-6,-5,-3,-5,-7,-11,-11,-9,-10,-15,-10,-9,-7,-4,-7,-11,-14,-13,-9,-4,-14,-23,-22,-19,-17,-15,-9,-14,-18,-8,0,0,0,1,1,0,-15,-8,-20,-16,-6,-5,-12,-2,-4,-21,-16,-12,-12,-17,-15,-15,-19,-21,-22,-15,-14,-11,-8,6,8,3,-7,-5,-3,-1,-6,2,-2,-8,-7,-4,-1,3,4,0,0,-4,-14
Sichuan,China,30.6171,102.7103,-11,-11,-4,-3,-5,-4,-15,-5,-6,-4,-11,-20,-12,-4,-5,-5,-4,-6,-8,-6,-5,-7,-3,-5,-6,-8,-7,-7,-7,-5,-6,-5,-5,-6,-8,-4,-4,-5,-5,-5,-3,-6,-9,-12,-5,-4,-8,-6,-5,-5,-3,-2,-2,-1,-3,0,0,2,2,-2,2,0,-2,-2,-1,0,0,0,0,-3,-1,1,0,0,0,0,-1,-1,-1,0,1,4,2,4,3,5,4,2,0,1,1,3,2,0,0,0,0,0,0,2,4,2,1
Tianjin,China,39.3054,117.323,-27,-20,-16,-12,-6,-1,-10,-17,-10,-11,-15,-12,-21,-21,-15,-13,-12,-7,-16,-19,-11,-6,-9,-11,-9,-8,-6,-6,-5,-14,-10,-14,-4,-15,-14,-10,-7,-7,-10,-7,-7,-2,1,4,-3,-13,-13,-11,-8,-3,-1,-3,-13,-9,-2,-8,-7,-8,-4,1,-7,-9,-10,-19,-12,0,2,3,3,-9,-9,-3,-13,-15,-9,-5,-7,-13,-21,-10,-5,-7,-5,-2,2,-2,-20,-24,-12,-2,2,-14,-12,-14,-14,-11,3,-9,-9,-2,-5,-14,-15
Tibet,China,31.6927,88.0924,-22,-19,-18,-17,-20,-21,-16,-16,-17,-22,-24,-20,-18,-18,-20,-19,-11,-16,-20,-22,-19,-20,-22,-27,-26,-21,-23,-20,-21,-21,-23,-24,-22,-28,-28,-24,-25,-24,-23,-25,-27,-25,-20,-18,-19,-20,-21,-18,-23,-22,-15,-15,-14,-18,-18,-19,-16,-21,-23,-18,-17,-15,-17,-16,-19,-18,-17,-20,-21,-21,-19,-18,-19,-16,-16,-17,-21,-19,-15,-17,-17,-18,-15,-19,-14,-15,-13,-14,-18,-18,-17,-15,-15,-16,-17,-15,-16,-13,-14,-13,-15,-13,-17
Xinjiang,China,41.1129,85.2401,-14,-13,-15,-14,-12,-12,-12,-12,-12,-13,-13,-12,-11,-10,-8,-9,-6,-6,-7,-9,-9,-11,-8,-9,-9,-10,-11,-12,-12,-11,-11,-11,-12,-12,-11,-10,-10,-11,-11,-11,-12,-13,-13,-11,-18,-18,-16,-10,-11,-8,-11,-14,-15,-14,-10,-7,-7,-10,-9,-7,-7,-8,-11,-11,-8,-9,-6,-10,-18,-16,-18,-17,-19,-20,-16,-12,-19,-20,-19,-18,-12,-9,-9,-7,-11,-14,-16,-12,-12,-10,-12,-17,-13,-9,-5,-7,-9,-10,-11,-13,-16,-16,-21
Yunnan,China,24.974,101.48700000000001,5,7,7,9,8,7,4,5,4,6,1,-1,2,3,1,0,0,-3,-2,-1,0,-2,-5,-1,2,0,-1,0,1,2,2,3,0,0,-2,-4,-2,0,3,8,8,1,0,0,2,4,5,4,6,6,2,3,8,8,6,5,4,9,7,5,1,0,3,4,3,4,3,1,1,1,0,2,2,1,1,2,3,3,-2,-1,2,1,2,2,1,2,4,6,3,0,-6,-6,1,2,6,4,-1,-1,0,3,5,2,3
Zhejiang,China,29.1832,120.0934,-1,5,7,7,9,11,10,1,1,5,5,2,0,2,1,4,2,0,1,1,2,6,7,6,5,5,3,1,0,-1,-2,-2,1,4,4,2,3,3,3,1,1,8,11,12,12,9,-2,-4,-5,-1,2,5,4,4,8,12,10,6,9,10,8,5,6,6,2,5,10,11,13,7,4,9,10,6,2,3,8,10,9,8,12,16,8,6,12,16,11,3,4,6,8,7,6,8,7,5,5,4,2,2,5,10,3
,Colombia,4.5709,-74.2973,13,13,13,12,11,11,10,11,7,8,5,8,9,9,9,10,9,11,10,11,12,13,13,13,13,14,14,13,13,12,12,10,11,12,10,7,4,3,7,12,13,10,7,8,10,11,12,11,10,9,11,12,13,14,14,14,14,13,14,13,13,13,13,14,13,10,11,12,14,13,14,14,14,14,14,14,14,13,13,13,13,12,11,12,13,13,14,13,14,12,13,13,13,13,13,13,13,13,13,13,13,13,13
,Congo (Brazzaville),-4.0383,21.7587,21,21,21,20,20,20,21,21,20,20,19,19,19,19,20,21,21,20,19,20,21,21,20,19,19,19,19,19,20,21,20,21,21,20,21,20,20,20,22,20,22,19,19,21,21,20,20,21,21,21,21,19,21,22,21,20,19,22,20,20,21,20,20,18,18,21,21,21,20,21,21,21,21,20,21,23,21,21,20,20,21,21,19,19,21,21,20,20,19,20,20,20,21,21,20,21,21,21,21,21,22,21,22
,Congo (Kinshasa),-4.0383,21.7587,21,21,21,20,20,20,21,21,20,20,19,19,19,19,20,21,21,20,19,20,21,21,20,19,19,19,19,19,20,21,20,21,21,20,21,20,20,20,22,20,22,19,19,21,21,20,20,21,21,21,21,19,21,22,21,20,19,22,20,20,21,20,20,18,18,21,21,21,20,21,21,21,21,20,21,23,21,21,20,20,21,21,19,19,21,21,20,20,19,20,20,20,21,21,20,21,21,21,21,21,22,21,22
,Costa Rica,9.7489,-83.7534,14,12,15,17,16,14,14,12,14,14,13,15,15,15,14,14,14,16,16,17,16,15,15,16,16,15,15,16,16,17,16,13,15,16,15,14,16,14,13,14,13,12,14,16,15,15,14,15,15,15,15,15,15,12,8,12,16,17,14,13,14,12,8,14,14,12,12,13,13,12,12,12,14,15,15,14,14,13,13,14,13,12,12,14,15,14,15,14,13,15,15,15,15,13,15,15,16,16,16,16,16,17,16
,Cote d'Ivoire,7.54,-5.5471,0,-3,-4,-5,-2,1,2,8,10,10,17,15,4,0,1,2,7,12,2,13,21,21,16,4,-1,6,15,16,8,1,11,15,6,-5,-5,-3,2,-2,-6,7,18,10,-6,-3,-5,-5,-4,13,17,20,21,20,19,19,17,10,3,16,18,15,17,21,21,21,22,20,21,21,22,20,20,19,21,20,21,21,22,21,21,21,22,22,21,20,21,21,22,22,22,21,23,22,21,22,22,22,23,23,23,21,22,22,21
,Croatia,45.1,15.2,-3,-8,-6,-2,-4,-9,-15,-5,-4,0,0,-2,-1,0,1,1,0,-2,-2,-3,-4,-6,-4,-2,3,2,1,4,1,-1,4,6,6,7,2,-6,-10,-9,-2,0,4,4,0,-1,2,0,0,3,3,0,-4,-4,-4,0,3,4,2,-3,-4,-4,3,3,3,0,-2,3,1,-3,-3,0,0,2,5,0,-5,-7,-5,2,1,0,1,-4,-10,-5,-5,-2,0,1,1,-2,-6,-9,-6,-4,-2,-1,-2,-6,-9,-5,-3,1,0
,Diamond Princess,0.0,0.0,23,23,23,22,21,22,23,22,23,23,23,23,23,23,23,24,24,23,23,23,23,24,24,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,23,23,23,24,24,23,23,22,23,24,23,23,23,24,24,23,24,23,24,24,24,23,24,23,23
,Cuba,22.0,-80.0,18,19,18,17,17,16,13,14,14,17,19,17,18,18,16,15,17,15,16,17,17,16,6,11,13,14,14,16,17,17,18,18,18,14,11,13,17,18,19,18,17,17,18,18,17,17,16,16,16,18,18,18,17,16,15,15,17,19,17,13,9,9,12,16,17,18,17,15,11,13,15,14,16,16,17,15,15,15,15,15,16,16,15,15,15,15,15,15,14,16,17,17,18,18,16,15,14,16,17,18,18,18,18
,Cyprus,35.1264,33.4299,6,8,8,6,7,8,8,8,6,3,3,5,7,8,8,6,8,6,6,3,0,0,2,-3,-2,3,7,8,7,8,1,2,3,4,8,10,10,5,0,-5,-2,2,8,10,5,5,5,3,7,8,7,8,7,7,9,6,6,9,10,7,5,7,8,8,9,8,8,9,10,8,6,9,13,13,12,11,6,1,1,0,3,4,6,7,9,9,11,9,7,8,11,10,8,6,8,10,11,10,10,9,9,7,5
,Czechia,49.8175,15.472999999999999,-2,-8,-3,0,-3,-4,-4,-1,1,1,0,-3,-1,-3,-4,-1,-2,0,0,-2,-6,-6,-3,-5,-5,-3,-1,0,-1,0,5,6,5,5,1,-1,-2,0,-2,-1,1,0,-1,0,2,0,1,4,2,0,0,0,-1,5,0,5,0,-1,0,-1,2,1,3,0,0,3,1,0,0,1,7,6,1,-1,-6,-3,2,4,5,5,0,-6,-9,-8,-8,-3,0,2,0,-6,-4,-6,-4,0,2,0,0,0,-2,0,4,1,3
Faroe Islands,Denmark,61.8926,-6.9118,5,1,-3,0,4,4,3,-1,0,2,1,0,2,1,3,2,3,0,4,5,1,5,1,0,5,1,0,0,0,1,0,-1,-2,1,0,4,6,3,1,0,0,0,-3,-3,1,2,0,2,2,1,0,0,0,-1,-1,0,0,-1,-1,1,0,-1,0,0,0,0,1,2,0,2,0,0,-1,0,-2,0,-1,0,0,-2,1,1,3,2,1,1,0,-4,1,3,3,1,-3,-5,0,4,3,3,0,0,3,5,-1
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-38,-35,-36,-37,-33,-36,-40,-33,-34,-39,-43,-32,-23,-34,-27,-34,-36,-40,-37,-41,-42,-36,-37,-32,-34,-39,-40,-45,-53,-50,-48,-55,-49,-50,-55,-50,-37,-25,-30,-38,-40,-35,-31,-42,-34,-36,-42,-42,-43,-48,-53,-45,-40,-44,-34,-29,-41,-44,-42,-45,-35,-43,-39,-19,-14,-23,-32,-43,-35,-42,-43,-40,-32,-25,-33,-33,-31,-27
,Denmark,56.2639,9.5018,1,2,3,0,1,4,3,5,3,3,2,5,3,4,6,3,4,4,0,3,4,2,4,4,3,3,4,3,2,4,5,6,1,2,0,0,3,2,1,4,2,1,2,1,1,5,6,3,3,3,3,2,3,1,1,2,0,-1,1,2,2,2,2,1,0,0,0,4,4,4,3,3,1,-2,3,4,3,5,1,-1,-4,-4,-5,-5,-6,-4,-4,0,-7,-2,-2,3,2,-1,2,2,3,3,2,1,0,1,4
,Djibouti,11.8251,42.5903,16,15,15,15,16,16,17,16,16,16,17,14,15,15,16,12,12,12,13,13,14,15,17,16,16,16,15,15,14,14,14,15,16,16,14,15,13,12,11,10,14,16,15,16,13,11,11,14,14,14,13,16,16,15,12,13,15,15,5,3,6,14,16,10,9,8,12,14,15,11,11,11,15,17,16,18,18,18,17,16,17,18,18,18,18,16,17,18,18,18,18,17,17,15,16,14,14,10,6,13,16,18,19
,Dominican Republic,18.7357,-70.1627,19,19,19,17,18,17,16,18,18,18,18,17,18,18,17,18,17,16,17,18,18,18,16,17,17,17,17,17,17,17,17,16,18,17,18,18,17,17,17,17,17,18,18,17,17,16,18,18,18,18,18,17,16,18,18,17,17,18,18,18,17,17,18,18,18,17,17,17,17,17,17,17,17,17,18,16,15,16,17,18,17,16,15,18,17,17,18,18,17,18,17,17,16,16,17,18,19,19,20,20,19,20,19
,Ecuador,-1.8312,-78.1834,16,17,16,15,14,15,15,14,13,12,15,15,16,15,15,15,15,16,16,16,16,15,16,16,17,16,16,15,14,15,16,15,16,16,16,15,14,13,15,15,17,15,14,15,15,16,16,16,16,15,16,15,16,17,17,17,17,17,17,17,16,16,17,16,16,16,16,16,16,16,16,16,15,16,16,17,17,17,16,16,15,14,14,15,15,15,15,15,15,15,15,16,16,15,15,16,17,17,17,16,16,16,16
