Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Gansu,China,37.8099,101.0583,-2,-2,-3,-3,-9,-8,-7,-6,-7,-10,-8,-10,-4,-1,-7,-5,-5,-9,-8,-6,-6,-6,-7,-8,-8,-9,-10,-9,-9,-8,-7,-11,-10,-7,-5,-7,-5,-6,-6,-4,-3,-1,0,-2,-13,-8,-6,-3,-4,-2,-8,-2,1,2,2,1,0,-1,2,-3,-4,-4,-3,-2,0,0,5,-7,-5,-3,-2,-7,-2,0,-2,-2,0,0,1,0,2,3,3,5,3,3,3,0,1,-1,-1,0,-1,-2,-1,1,-1,0,2,3,0,5,4
Guangdong,China,23.3417,113.4244,24,23,25,26,24,25,27,26,22,24,21,20,21,20,23,20,19,14,14,20,21,24,26,24,19,14,14,16,17,18,20,19,21,16,15,18,19,18,19,18,20,16,24,22,22,22,10,16,19,21,22,25,26,25,25,25,28,27,25,27,27,24,24,17,20,21,24,25,26,22,19,21,23,24,23,23,22,22,21,24,25,29,29,27,26,27,27,21,21,14,15,18,21,19,18,15,16,21,24,26,27,24,21
Guangxi,China,23.8298,108.7881,21,22,23,24,25,26,27,25,23,22,10,17,15,10,12,11,10,10,11,11,17,22,23,16,9,13,12,13,16,18,19,14,13,10,12,11,16,13,10,13,16,19,22,22,23,21,12,15,18,18,17,19,23,24,25,25,26,27,24,25,24,20,16,11,15,19,24,27,25,20,18,18,19,20,21,16,15,17,23,22,27,29,28,27,23,27,28,16,13,13,17,17,16,15,15,15,15,20,22,25,24,24,19
Guizhou,China,26.8154,106.8748,16,13,6,11,16,16,14,15,7,4,7,13,6,3,3,3,5,4,7,7,16,15,7,4,0,4,3,4,8,10,8,8,5,5,8,7,8,4,4,7,9,11,16,18,19,6,3,7,10,14,11,8,11,15,19,19,19,19,14,17,11,11,6,8,12,15,15,22,14,10,13,16,14,13,15,10,9,12,17,22,27,22,20,21,23,24,16,9,6,13,17,15,11,10,9,10,12,14,12,19,22,15,13
Hainan,China,19.1959,109.7453,19,20,21,20,21,24,25,23,23,24,22,17,22,22,22,25,21,22,20,21,23,25,27,25,26,12,12,12,14,16,18,19,22,23,23,21,24,23,18,16,17,22,25,24,25,28,14,13,15,20,20,20,21,22,24,26,25,24,22,25,27,26,26,24,17,23,29,31,33,23,24,30,32,20,20,23,24,25,26,27,29,30,29,28,27,29,30,30,29,30,31,29,27,27,26,23,23,20,22,21,23,27,18
Hebei,China,39.549,116.1306,0,2,5,7,3,3,4,5,3,4,0,2,2,1,2,2,3,3,5,5,5,7,9,5,6,5,6,7,9,8,10,6,4,5,3,0,0,4,7,11,14,14,15,14,1,0,3,9,11,10,8,12,11,13,12,11,10,9,12,8,12,12,9,8,12,15,17,12,12,14,19,15,13,17,20,18,24,26,20,26,20,23,24,21,23,13,15,15,19,21,22,16,22,26,18,20,25,15,18,14,18,24,26
Heilongjiang,China,47.861999999999995,127.7615,-17,-16,-14,-11,-13,-7,-6,-6,-9,-11,-11,-15,-12,-13,-13,-14,-14,-11,-9,-10,-10,-12,-11,-14,-12,-12,-4,-5,-7,-6,-7,-13,-14,-16,-17,-17,-17,-13,-12,-10,-9,0,0,-7,-8,-6,-10,-7,-9,-5,-5,-4,-4,-5,-4,-1,0,-2,-1,-3,-2,-1,-1,-2,-3,0,0,0,-1,0,0,-4,-7,-1,-2,-2,1,0,3,4,2,2,2,6,10,1,-2,2,8,9,7,8,6,2,2,7,7,2,6,10,14,13,18
Henan,China,33.882,113.61399999999999,6,7,12,14,5,2,5,5,5,8,7,5,9,6,2,5,10,10,11,10,8,10,11,5,8,5,8,12,12,13,16,13,15,12,14,2,2,9,14,19,19,18,19,20,16,6,10,14,16,17,17,18,17,22,21,17,10,6,13,15,16,13,15,15,17,18,21,17,13,18,21,21,15,20,23,22,26,28,23,29,28,23,25,25,24,18,12,16,9,16,17,16,16,21,23,20,23,23,26,21,7,18,24
Hong Kong,China,22.3,114.2,19,20,21,21,22,22,25,24,20,22,23,19,20,20,20,22,19,19,19,19,20,22,24,24,21,17,15,17,18,18,17,18,19,20,19,19,19,21,20,18,18,20,23,21,22,23,15,17,17,19,20,21,22,21,21,24,25,21,22,24,25,21,22,22,19,20,23,23,23,25,20,22,24,23,21,22,23,22,22,22,24,26,26,24,24,25,26,25,23,22,24,20,22,23,24,21,18,21,22,24,23,25,23
Hubei,China,30.9756,112.2707,5,10,9,12,9,4,10,5,4,4,11,11,9,10,4,7,9,9,13,14,11,9,8,6,7,6,8,11,14,15,16,14,15,15,17,15,4,11,14,17,15,14,18,20,15,5,11,14,15,18,18,19,20,20,25,22,17,9,11,16,18,7,15,17,16,17,21,14,13,19,19,21,17,22,24,20,25,26,26,28,27,19,23,24,24,21,10,12,9,15,17,18,17,18,21,21,22,24,24,28,12,15,23
Hunan,China,27.6104,111.7088,10,7,8,11,17,14,12,10,5,3,8,9,9,6,5,4,6,5,11,9,10,9,7,6,4,6,5,10,12,14,14,10,9,10,13,12,8,7,8,13,11,12,18,20,20,5,9,12,13,14,17,11,14,20,24,23,17,14,14,10,16,9,7,9,11,12,13,16,13,17,14,14,15,18,19,15,14,21,24,25,30,22,22,21,26,26,11,9,7,9,16,15,13,13,15,15,17,20,23,26,23,9,18
Inner Mongolia,China,44.0935,113.9448,-11,-11,-9,-9,-2,-7,-9,-9,-11,-12,-12,-13,-12,-9,-11,-9,-10,-6,-6,-5,-4,-4,-8,-6,-4,-3,-3,-4,-6,-4,-7,-10,-12,-11,-16,-12,-9,-7,-3,0,3,6,6,-4,-10,-9,-6,-1,-1,-2,0,-5,-3,3,0,-2,-2,4,0,-3,-1,0,-6,-3,7,3,8,1,-2,0,4,-3,2,5,7,8,12,3,9,9,9,13,18,18,11,1,2,10,14,15,5,10,14,16,14,19,13,11,10,8,12,16,19
Jiangsu,China,32.9711,119.455,8,8,10,10,9,10,9,6,6,7,8,7,6,5,6,3,6,6,9,9,10,10,11,9,8,6,6,7,9,7,9,12,12,10,13,7,7,8,10,13,15,10,15,18,16,6,5,7,11,12,16,14,15,17,20,17,14,13,9,11,10,12,13,13,13,15,18,18,10,14,16,17,11,15,19,17,22,23,19,23,26,19,21,22,23,19,14,14,10,15,14,17,18,19,21,17,17,21,23,23,18,12,18
Jiangxi,China,27.614,115.7221,15,16,13,13,22,26,18,13,11,9,8,10,13,11,7,7,8,7,12,13,15,15,10,10,7,6,8,10,12,13,14,17,12,12,15,17,10,12,11,15,15,14,21,21,23,16,10,12,14,16,20,18,19,23,26,27,24,20,25,18,17,17,10,11,14,15,15,23,17,17,17,14,17,19,22,19,14,21,24,26,29,28,22,22,28,27,19,11,8,9,10,16,14,14,19,17,18,22,23,27,29,15,18
Jilin,China,43.6661,126.1923,-11,-9,-8,-8,-4,-1,-6,-7,-7,-6,-12,-12,-10,-11,-9,-11,-8,-5,-7,-7,-4,-3,-5,-10,-6,-6,-2,-5,-8,-10,-8,-10,-11,-13,-17,-19,-12,-9,-11,-5,-3,4,4,2,-9,-8,-11,-13,-5,-3,0,0,-6,0,-2,-3,-3,0,-1,-3,-3,-4,-2,-4,-2,1,0,3,0,0,0,0,-1,1,-4,1,4,11,3,7,5,5,7,10,14,7,3,4,12,14,10,10,14,14,2,8,13,5,1,7,12,13,15
Liaoning,China,41.2956,122.6085,-6,-6,-2,-2,-1,1,-5,-3,-2,-2,-6,-7,-5,-7,-4,-4,-5,0,-1,0,3,1,1,-3,-1,-2,-1,0,-4,-5,-1,0,-4,-2,-7,-10,-4,0,-1,5,8,13,12,14,-3,-4,-5,-5,2,2,6,2,2,7,6,4,4,6,7,3,4,5,5,0,5,10,7,9,3,6,10,8,6,11,1,7,14,17,12,14,13,16,15,20,19,8,10,12,15,18,15,16,19,22,10,15,20,14,13,13,17,21,19
Macau,China,22.1667,113.55,19,20,21,21,21,22,24,24,20,21,23,18,19,21,20,22,18,19,16,19,20,21,23,23,21,15,14,15,16,17,17,18,18,20,17,18,18,19,18,17,17,18,21,19,21,21,14,15,17,18,20,21,22,21,20,23,24,21,22,23,24,21,20,21,19,19,22,22,24,23,19,22,23,23,21,21,22,21,22,22,23,25,26,24,24,24,25,23,23,21,20,19,21,22,21,19,18,20,22,23,22,23,23
Ningxia,China,37.2692,106.1655,6,2,5,6,0,-2,1,1,-1,-2,1,-2,-1,2,-3,0,1,-1,0,4,3,3,1,2,4,3,2,2,5,7,6,3,3,8,7,6,9,7,6,11,14,13,16,7,-4,-3,1,7,7,12,3,6,14,19,13,16,15,11,18,11,9,9,12,15,16,12,19,6,4,11,13,9,7,12,15,14,16,16,19,20,19,21,18,18,16,10,12,14,16,16,11,9,13,14,17,18,19,20,22,22,14,14,18
Qinghai,China,35.7452,95.9956,-7,-7,-7,-7,-10,-14,-9,-5,-6,-14,-13,-10,-4,-2,-6,-5,-5,-11,-8,-10,-10,-9,-11,-12,-12,-10,-11,-11,-9,-8,-9,-12,-13,-11,-8,-10,-9,-10,-11,-10,-9,-6,-5,-4,-7,-10,-6,-6,-8,-4,-9,-4,-5,-2,-3,-1,-3,-6,-2,-2,-5,-7,-8,-6,-5,-3,-1,-7,-9,-6,-4,-4,-1,0,-4,-6,-5,-4,-3,-5,-2,-1,0,0,1,2,2,0,-1,-2,0,3,0,-2,-3,-1,-4,-3,-1,0,0,1,0
Shaanxi,China,35.1917,108.8701,5,6,7,5,2,3,3,2,1,2,5,4,2,0,0,3,5,2,4,4,7,7,6,3,2,1,2,5,7,9,9,5,6,8,10,7,5,8,10,12,13,14,16,17,3,0,4,7,11,12,4,11,12,15,17,18,11,3,13,15,10,9,10,14,11,16,15,13,10,12,16,14,12,14,16,15,19,20,20,22,19,20,20,22,23,13,12,10,10,14,18,12,13,13,16,14,17,18,21,22,9,14,18
Shandong,China,36.3427,118.1498,2,5,6,8,2,3,0,0,2,3,0,0,-1,-2,0,0,0,2,3,2,4,6,7,2,4,1,2,2,-1,0,6,5,4,2,3,-1,0,4,5,9,12,10,12,15,10,-4,-3,0,7,9,11,9,6,13,8,6,6,7,7,9,3,7,6,3,8,11,12,12,7,8,13,16,7,11,15,15,18,21,13,21,24,18,21,21,16,11,8,10,12,16,13,11,10,18,13,16,18,20,15,6,6,13,13
Shanghai,China,31.201999999999998,121.4491,11,12,10,9,13,20,19,8,7,9,7,8,10,8,9,7,7,8,9,12,13,9,10,9,8,9,7,9,9,8,10,12,13,12,12,11,7,8,10,13,16,11,17,15,17,14,5,9,10,12,15,19,18,15,21,25,11,13,14,12,11,11,13,12,11,13,17,16,12,13,16,17,13,16,21,16,22,24,19,20,27,19,19,21,21,24,12,9,11,11,15,17,17,18,20,15,16,20,23,21,20,13,20
Shanxi,China,37.5777,112.2922,3,5,7,7,0,4,1,2,3,3,0,1,0,-1,0,2,2,4,5,2,4,5,6,5,5,4,5,7,6,6,9,6,5,6,7,5,6,9,10,12,13,14,16,18,6,0,5,9,10,13,10,8,11,18,8,17,14,6,15,17,10,13,10,11,14,18,17,13,13,12,19,16,10,14,19,21,22,21,21,25,23,23,24,23,24,7,13,12,17,20,21,6,15,19,19,21,21,21,20,12,8,16,21
Sichuan,China,30.6171,102.7103,9,10,7,5,6,3,7,5,6,2,5,9,7,3,7,4,1,0,0,2,6,6,2,0,0,0,0,0,3,0,0,3,0,1,5,1,1,1,1,2,4,7,9,13,7,-1,1,1,2,7,4,7,8,9,12,11,10,7,8,11,4,5,1,4,7,10,11,12,1,4,6,9,5,7,8,4,6,9,10,13,13,6,13,12,16,14,8,6,4,7,11,10,6,5,4,6,5,7,11,10,11,3,7
Tianjin,China,39.3054,117.323,0,2,5,7,5,4,3,5,4,5,1,2,0,0,2,3,3,4,5,5,6,8,9,4,6,5,6,7,7,6,9,5,3,4,1,-1,0,5,7,11,14,16,17,17,1,0,1,7,10,9,8,11,10,16,12,10,9,8,11,8,11,10,9,7,12,16,16,13,9,11,19,14,12,16,16,17,22,27,18,26,17,22,19,23,21,13,15,16,19,21,21,16,21,25,15,21,25,17,17,14,19,23,24
Tibet,China,31.6927,88.0924,-6,-7,-5,-8,-12,-5,-3,-4,-5,-9,-7,-2,2,0,-1,0,-2,-5,-9,-9,-7,-7,-10,-13,-9,-7,-7,-6,-5,-7,-9,-7,-12,-10,-9,-10,-8,-8,-10,-12,-7,-4,-1,1,0,-1,1,-2,-3,0,-4,-2,-3,-3,-5,-2,-3,-6,-3,-3,-2,-3,-4,-2,-2,-1,0,-1,0,0,0,2,2,3,-2,-3,0,0,-1,-1,-1,0,0,2,2,4,7,5,4,1,3,4,1,0,1,0,0,1,2,-1,3,2,2
Xinjiang,China,41.1129,85.2401,2,0,0,0,0,0,-1,0,0,0,0,-1,0,0,2,2,0,1,1,1,2,2,1,1,1,1,2,3,3,2,3,3,3,4,4,5,5,6,7,7,8,9,9,7,5,5,5,6,5,6,8,9,11,12,13,13,14,15,16,12,12,13,15,15,16,15,13,8,8,10,13,11,12,13,14,17,18,20,20,21,21,21,22,21,15,14,17,18,20,16,17,17,17,17,20,21,23,25,26,26,25,25,26
Yunnan,China,24.974,101.48700000000001,19,19,20,13,12,16,16,19,20,18,18,19,19,20,21,22,20,21,20,20,20,20,20,17,12,14,16,14,15,16,17,18,17,18,19,19,19,20,19,17,16,19,19,20,20,18,16,18,16,19,21,22,23,21,20,21,22,19,19,21,23,23,21,20,20,20,22,22,23,23,24,25,26,28,27,27,24,24,24,25,24,25,23,24,25,26,28,28,28,28,29,28,27,26,23,25,25,25,26,25,25,27,27
Zhejiang,China,29.1832,120.0934,11,13,11,10,17,21,21,10,9,7,7,8,10,8,4,6,6,7,8,10,13,17,11,8,6,6,6,7,8,8,10,12,13,10,7,12,6,7,8,11,15,15,18,16,20,15,6,8,11,15,17,18,16,20,24,24,13,15,21,18,10,12,10,7,12,15,16,15,17,14,16,13,16,13,17,20,17,20,22,22,26,23,17,22,25,26,15,5,6,10,10,14,17,13,15,14,13,19,22,25,25,13,16
,Colombia,4.5709,-74.2973,16,17,19,19,19,19,18,20,20,21,20,20,21,21,20,20,21,21,21,21,19,17,17,17,17,18,17,17,17,17,19,20,20,19,21,21,22,21,21,17,18,21,22,22,21,18,20,20,21,22,21,19,18,17,16,17,17,15,18,18,18,18,18,18,19,21,19,19,17,19,17,18,17,17,16,16,18,19,18,17,18,18,18,17,18,18,18,18,18,20,18,16,16,17,19,19,20,19,20,20,18,19,18
,Congo (Brazzaville),-4.0383,21.7587,31,29,29,31,28,33,30,29,26,27,30,30,33,35,34,34,32,25,32,34,34,33,34,34,33,33,33,31,32,32,33,31,29,32,25,28,34,34,31,34,27,34,36,28,29,34,32,32,31,31,34,37,34,31,26,34,35,28,35,36,33,34,31,36,37,34,36,34,31,33,34,31,30,35,35,30,25,31,34,33,29,24,35,36,30,30,34,34,36,36,33,38,31,28,33,35,32,35,31,35,29,29,30
,Congo (Kinshasa),-4.0383,21.7587,31,29,29,31,28,33,30,29,26,26,30,30,33,35,35,34,32,25,32,34,34,33,34,34,33,33,33,31,32,32,33,31,29,32,25,28,34,34,31,34,27,34,36,28,29,34,32,32,31,31,34,37,34,31,26,34,35,28,35,36,33,34,31,36,37,34,36,34,31,33,34,31,30,35,35,30,25,31,34,33,29,24,35,36,30,30,34,34,36,36,33,38,31,28,33,35,32,35,31,35,29,29,30
,Costa Rica,9.7489,-83.7534,22,23,22,23,24,23,20,21,20,21,20,21,21,19,21,21,23,21,20,20,19,20,19,20,21,21,21,21,22,21,23,23,23,20,20,23,22,24,24,20,20,23,21,21,22,20,21,19,18,19,21,21,20,22,24,25,24,25,25,21,21,25,24,23,25,25,22,22,20,22,23,24,24,23,22,22,22,23,23,23,23,23,24,23,22,24,23,26,24,21,23,25,26,27,26,26,26,25,24,26,26,25,26
,Cote d'Ivoire,7.54,-5.5471,34,33,33,32,33,34,34,35,36,36,33,35,36,34,36,37,36,35,35,34,33,33,35,35,36,34,33,35,36,37,35,35,36,36,35,36,35,36,37,36,34,36,36,36,36,36,37,35,37,37,35,37,37,38,38,37,38,36,37,37,38,37,36,36,35,35,33,35,33,34,36,36,35,37,34,35,35,35,36,35,35,35,30,32,28,33,33,34,33,35,34,36,32,34,35,35,34,33,33,29,31,31,34
,Croatia,45.1,15.2,3,7,8,6,0,0,4,3,7,7,4,2,5,5,6,6,4,1,0,-1,2,7,2,8,6,6,6,6,5,6,8,9,10,10,9,1,3,4,7,6,8,10,7,8,8,7,10,9,5,6,6,9,8,9,8,8,5,4,6,7,7,10,9,3,8,6,5,5,7,8,14,12,11,6,6,12,15,13,16,14,14,1,-1,-3,-2,0,5,10,12,3,0,4,8,11,10,12,14,13,16,17,19,18,18
,Diamond Princess,0.0,0.0,30,29,28,29,29,29,28,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,29,29,30,29,30,29,29,29,30,29,29,30,29,29,29,30,30,30,30,30,30,30,30,30,29,28,30,29,30,30,30,29,30,29,30,30,30,29,30,30,30,29,30,29,30,30,30,30,30,30,29,30,30,30,30,30,30,30,30,29,30,29
,Cuba,22.0,-80.0,24,25,27,26,26,21,21,23,22,24,25,27,25,26,26,25,25,24,24,25,25,20,16,21,23,23,23,23,24,25,25,26,25,22,24,26,26,24,25,26,26,27,28,27,28,28,27,27,27,28,28,28,26,21,20,25,25,23,25,21,20,22,25,27,27,29,28,22,20,23,24,25,24,26,27,27,27,27,28,28,28,28,27,27,28,28,27,27,29,29,29,27,28,25,27,27,28,29,30,30,31,31,31
,Cyprus,35.1264,33.4299,17,13,14,16,17,16,13,13,15,15,16,17,18,17,16,15,11,14,13,13,14,14,17,11,14,16,16,16,17,18,14,18,17,17,19,18,19,16,11,8,11,10,12,14,13,15,15,16,17,16,19,16,16,16,17,19,20,19,20,17,19,19,19,21,22,19,21,22,23,19,20,21,16,20,21,19,12,14,12,15,17,19,18,20,22,21,19,19,20,21,21,20,20,21,22,23,21,19,19,17,18,22,23
,Czechia,49.8175,15.472999999999999,2,4,4,4,1,2,2,5,5,8,4,6,5,3,3,7,4,2,2,2,0,0,2,1,2,2,5,6,4,7,11,14,9,9,4,2,3,4,4,8,10,6,5,6,7,9,11,12,7,6,6,5,12,12,8,10,5,6,4,4,10,11,6,7,9,8,4,8,8,8,10,15,8,7,9,13,11,16,16,17,3,1,2,5,6,10,16,15,8,4,3,7,12,8,12,15,18,19,20,20,15,16,20
Faroe Islands,Denmark,61.8926,-6.9118,7,5,1,5,7,7,8,3,3,6,4,3,5,4,5,4,5,4,8,8,5,7,4,3,7,5,3,3,3,3,2,1,1,3,4,6,7,6,4,2,2,2,1,0,5,4,4,4,4,3,3,4,3,2,3,3,2,2,1,3,2,1,3,3,3,3,4,4,2,4,2,2,2,3,0,5,3,4,2,3,4,5,5,4,4,5,4,1,6,7,6,4,1,0,3,7,6,6,4,4,6,7,0
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-35,-29,-31,-34,-30,-32,-37,-29,-31,-34,-37,-26,-16,-31,-21,-30,-31,-37,-31,-34,-37,-30,-27,-28,-29,-34,-34,-38,-44,-42,-40,-45,-39,-42,-45,-38,-32,-21,-25,-31,-32,-31,-25,-35,-27,-30,-34,-34,-34,-37,-40,-34,-30,-33,-25,-21,-32,-32,-32,-33,-27,-34,-25,-14,-10,-21,-25,-30,-23,-33,-33,-30,-23,-19,-24,-20,-20,-16
,Denmark,56.2639,9.5018,6,5,8,5,6,8,7,9,9,6,7,8,6,8,9,8,8,7,6,8,9,7,8,7,8,6,7,6,7,8,7,8,6,7,5,6,8,7,6,10,7,6,7,5,6,8,11,7,7,7,7,7,8,5,6,5,2,5,6,8,7,8,5,7,6,4,6,7,10,8,8,7,7,6,8,10,8,8,10,8,8,5,8,9,11,12,13,9,5,6,8,9,8,7,10,14,18,15,18,11,11,8,13
,Djibouti,11.8251,42.5903,26,25,25,24,25,26,26,25,25,26,22,23,23,23,22,22,21,23,24,25,25,24,21,23,24,23,22,21,22,21,22,23,23,21,22,22,24,24,25,26,26,24,21,21,22,23,24,23,25,26,27,26,25,24,24,27,24,26,28,28,28,27,25,28,28,28,28,27,25,26,24,24,24,26,26,25,26,26,27,27,26,27,26,26,26,27,25,26,28,28,29,29,29,29,29,28,29,30,30,29,28,29,28
,Dominican Republic,18.7357,-70.1627,24,25,23,24,25,24,25,24,25,24,22,24,22,22,21,22,23,23,22,22,24,24,25,22,22,23,22,24,24,24,24,25,25,26,22,23,24,24,25,26,25,24,22,22,23,25,23,23,22,22,21,24,24,24,22,22,23,24,25,24,25,24,21,22,24,25,25,25,20,19,20,23,23,24,23,22,22,23,23,22,21,21,24,22,23,25,25,23,24,24,25,25,25,26,26,26,26,27,25,24,26,27,28
,Ecuador,-1.8312,-78.1834,21,23,22,22,25,25,24,25,26,24,19,22,21,23,23,22,21,21,20,19,23,25,25,24,21,22,21,25,25,24,22,23,23,22,22,22,26,25,23,24,22,22,24,23,24,24,21,21,22,22,23,24,25,22,22,21,22,23,21,21,22,23,20,21,21,22,20,23,24,22,21,22,22,23,23,24,21,22,23,22,24,23,21,23,23,24,25,24,21,22,19,20,21,20,24,24,21,23,23,23,20,22,22
,Egypt,26.0,30.0,17,15,14,13,13,17,15,13,13,14,16,19,20,21,24,18,15,16,15,16,15,14,16,16,17,19,21,21,19,19,18,19,19,19,20,21,23,18,17,15,14,17,22,24,26,25,20,19,19,18,20,21,19,19,11,19,23,26,27,22,22,23,26,30,30,22,24,27,31,26,28,19,20,24,25,27,24,22,23,23,21,26,32,30,27,33,27,23,25,29,30,27,28,29,33,32,30,26,26,25,23,25,25
,El Salvador,13.7942,-88.8965,30,30,29,29,31,28,30,30,30,32,32,33,32,32,33,32,32,33,33,32,31,29,29,29,31,31,30,29,30,31,32,33,33,32,32,33,32,31,33,32,32,33,33,33,33,33,34,34,34,35,36,35,33,33,34,31,31,33,29,30,30,34,34,33,33,35,34,31,32,34,33,35,34,34,32,34,34,33,34,34,33,34,33,34,34,33,34,34,33,32,33,34,34,33,32,33,32,34,35,36,35,35,33
,Equatorial Guinea,1.5,10.0,29,28,30,29,30,29,29,29,28,28,29,29,30,30,28,29,26,30,29,30,30,31,31,31,31,32,30,29,29,29,28,29,28,27,29,28,29,29,29,29,30,29,27,29,30,30,30,27,28,30,30,28,28,29,29,30,26,31,30,29,30,31,30,30,30,28,26,30,31,31,29,31,30,29,29,29,30,27,29,26,31,30,29,28,27,30,34,30,31,29,31,29,30,30,25,33,29,30,29,29,29,27,31
,Eritrea,15.1794,39.7823,31,32,31,30,27,26,28,28,26,24,23,25,26,27,30,32,32,31,29,28,26,25,24,24,24,25,25,29,28,28,28,26,25,26,30,28,28,29,29,25,25,25,26,30,32,34,35,30,30,29,25,26,28,28,32,29,25,28,31,29,28,28,26,26,30,30,31,27,29,30,33,38,36,28,28,29,30,29,28,28,29,28,27,29,33,36,36,38,30,29,31,32,33,33,34,35,39,39,38,34,30,30,30
,Estonia,58.5953,25.0136,3,5,5,3,0,3,5,6,4,3,1,6,3,3,7,6,5,4,5,4,7,3,2,5,3,5,5,3,3,3,2,4,5,2,0,1,0,0,2,3,5,4,5,4,4,3,5,6,6,5,4,3,4,5,4,3,1,-1,0,2,3,4,3,4,3,5,4,5,6,4,4,6,4,0,4,3,5,6,7,7,2,2,3,4,8,9,13,13,3,2,2,6,5,3,7,9,13,14,12,9,8,8,6
,Eswatini,-26.5225,31.4659,30,33,35,36,36,34,34,34,35,24,28,33,29,28,31,31,33,32,23,22,28,29,28,28,30,37,27,30,34,32,34,34,33,33,35,36,34,30,30,26,22,20,26,31,34,34,32,35,31,31,32,27,32,23,26,28,31,33,22,23,24,25,28,28,30,28,28,30,30,32,32,30,32,33,31,25,23,29,31,31,31,31,31,31,32,34,24,26,31,28,31,25,24,26,22,30,33,32,22,22,27,30,36
,Ethiopia,9.145,40.4897,28,28,29,27,29,26,26,28,28,30,28,22,22,25,25,27,26,26,26,26,27,26,27,24,26,22,22,26,26,27,28,27,27,26,28,29,28,28,30,29,29,29,18,23,26,27,31,31,30,30,30,29,29,28,30,33,30,28,30,32,32,31,32,32,31,32,32,31,31,30,28,30,33,28,30,28,28,30,30,29,28,30,26,28,26,29,30,32,31,30,29,29,29,29,28,31,32,32,32,33,32,29,27
,Fiji,-17.7134,178.065,28,29,30,30,30,31,30,31,31,30,30,27,27,28,28,27,25,29,29,29,29,31,29,31,31,32,29,32,31,30,31,31,28,32,30,29,30,29,29,29,31,32,31,30,27,30,31,30,27,31,32,32,31,28,33,33,31,30,32,32,31,28,32,33,29,30,29,29,28,27,28,27,27,31,31,27,29,26,26,26,25,27,28,30,29,29,29,27,28,30,24,28,29,28,27,27,26,26,26,30,27,27,30
,Finland,64.0,26.0,3,5,4,0,-4,0,3,4,1,-1,0,2,0,1,2,1,1,3,0,3,4,-1,0,0,-2,-3,-8,-5,-2,-3,-5,-3,1,-2,-7,-2,-3,-2,1,2,4,2,3,2,-1,1,2,3,3,0,-4,2,4,2,0,0,-3,-2,-3,-4,-2,-4,-2,-1,2,-1,3,3,5,4,3,2,0,-4,2,1,1,5,4,0,0,1,4,6,9,6,8,3,0,0,1,0,0,0,1,0,2,8,8,4,3,4,1
French Guiana,France,3.9339,-53.1258,28,28,29,29,29,29,30,27,29,28,28,30,29,26,24,27,28,27,29,30,28,29,30,30,32,28,26,26,27,29,30,27,29,29,30,30,29,29,28,28,27,29,28,29,28,30,28,27,28,29,28,29,31,29,28,27,29,31,29,30,32,30,31,30,28,31,31,29,31,31,30,33,34,32,33,32,32,35,27,30,31,32,31,32,29,28,30,28,28,26,27,29,26,26,27,28,30,30,29,29,28,25,28
French Polynesia,France,-17.6797,149.4068,29,29,29,28,28,28,28,28,28,28,28,28,28,28,29,29,29,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,30,30,29,30,30,30,30,30,31,31,31,31,31,31,30,31,30,31,30,31,31,30,29,30,30,31,30,30,30,30,30,30,30,30,30,30,30,28,28,29,28,29,28,28,28,28,29,28,28,29,28,28,27,29,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,27
